system:index,NDVI,date,.geo
2013_07_28,0.468678,07-28-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_13,0.455464,08-13-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_08_29,0.445143,08-29-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_14,0.50059,09-14-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_09_30,0.540152,09-30-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_10_16,0.575666,10-16-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_01,0.553173,11-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_11_17,0.505753,11-17-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_03,0.468105,12-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_12_19,0.461776,12-19-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_01,0.439091,01-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_01_17,0.433003,01-17-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_02,0.406991,02-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_02_18,0.390874,02-18-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_06,0.382228,03-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_03_22,0.380863,03-22-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_07,0.418607,04-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_04_23,0.399292,04-23-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_09,0.423836,05-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_05_25,0.492932,05-25-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_10,0.535154,06-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_06_26,0.524516,06-26-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_12,0.498768,07-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_07_28,0.476588,07-28-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_13,0.487522,08-13-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_08_29,0.489955,08-29-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_14,0.521096,09-14-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_09_30,0.531924,09-30-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_10_16,0.542619,10-16-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_01,0.535079,11-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_11_17,0.487049,11-17-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_03,0.404618,12-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2014_12_19,0.461029,12-19-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_01,0.441636,01-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_01_17,0.418575,01-17-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_02,0.418835,02-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_02_18,0.404254,02-18-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_06,0.410541,03-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_03_22,0.447903,03-22-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_07,0.52804,04-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_04_23,0.559395,04-23-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_09,0.393311,05-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_05_25,0.603621,05-25-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_10,0.58812,06-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_06_26,0.592829,06-26-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_12,0.551465,07-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_07_28,0.501419,07-28-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_13,0.508315,08-13-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_08_29,0.486681,08-29-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_14,0.470507,09-14-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_09_30,0.476561,09-30-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_10_16,0.50175,10-16-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_01,0.526182,11-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_11_17,0.543723,11-17-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_03,0.495069,12-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2015_12_19,0.477248,12-19-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_01,0.493553,01-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_01_17,0.476886,01-17-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_02_02,0.443875,02-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_02_18,0.440816,02-18-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_03_05,0.467539,03-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_03_21,0.5067,03-21-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_04_06,0.609211,04-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_04_22,0.613155,04-22-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_05_08,0.562192,05-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_05_24,0.602874,05-24-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_06_09,0.580739,06-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_06_25,0.505693,06-25-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_07_11,0.488579,07-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_07_27,0.479116,07-27-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_08_12,0.591549,08-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_08_28,0.584768,08-28-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_09_13,0.621987,09-13-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_09_29,0.587586,09-29-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_10_15,0.589833,10-15-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_10_31,0.565534,10-31-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_11_16,0.549393,11-16-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_12_02,0.519583,12-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_12_18,0.506322,12-18-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_01_01,0.491726,01-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_01_17,0.462773,01-17-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_02_02,0.455676,02-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_02_18,0.463364,02-18-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_06,0.512206,03-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_03_22,0.560712,03-22-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_04_07,0.575617,04-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_04_23,0.572676,04-23-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_05_09,0.540659,05-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_05_25,0.571458,05-25-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_06_10,0.559729,06-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_06_26,0.51598,06-26-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_07_12,0.49091,07-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_07_28,0.52348,07-28-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_08_13,0.538194,08-13-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_08_29,0.513663,08-29-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_09_14,0.506988,09-14-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_09_30,0.588794,09-30-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_10_16,0.58224,10-16-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_11_01,0.528775,11-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_11_17,0.506645,11-17-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_03,0.499742,12-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_19,0.489406,12-19-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_01_01,0.458982,01-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_01_17,0.437422,01-17-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_02_02,0.412968,02-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_02_18,0.420683,02-18-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_06,0.443534,03-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_03_22,0.475089,03-22-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_04_07,0.498822,04-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_04_23,0.52279,04-23-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_09,0.526887,05-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_25,0.511269,05-25-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_06_10,0.489002,06-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_06_26,0.460676,06-26-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_12,0.473953,07-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_28,0.469569,07-28-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_13,0.526874,08-13-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_29,0.489603,08-29-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_14,0.629342,09-14-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_30,0.634879,09-30-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_16,0.612308,10-16-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_11_01,0.589196,11-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_11_17,0.499431,11-17-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_12_03,0.492251,12-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_12_19,0.486553,12-19-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_01_01,0.49037,01-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_01_17,0.465725,01-17-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_02_02,0.461205,02-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_02_18,0.458929,02-18-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_06,0.469395,03-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_03_22,0.474386,03-22-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_04_07,0.548178,04-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_04_23,0.573192,04-23-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_05_09,0.586672,05-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_05_25,0.591857,05-25-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_06_10,0.623003,06-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_06_26,0.599557,06-26-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_07_12,0.547777,07-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_07_28,0.505613,07-28-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_13,0.492232,08-13-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_29,0.501943,08-29-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_14,0.490754,09-14-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_30,0.498337,09-30-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_16,0.499524,10-16-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_01,0.495756,11-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_17,0.484871,11-17-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_03,0.464121,12-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_19,0.460319,12-19-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_01,0.465228,01-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_17,0.458973,01-17-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_02,0.454683,02-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_18,0.460662,02-18-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_05,0.458206,03-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_21,0.55596,03-21-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_06,0.595307,04-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_22,0.586802,04-22-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_05_08,0.572976,05-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_05_24,0.588288,05-24-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_06_09,0.546945,06-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_06_25,0.555742,06-25-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_07_11,0.489157,07-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_07_27,0.507231,07-27-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_08_12,0.486699,08-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_08_28,0.477729,08-28-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_09_13,0.55685,09-13-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_09_29,0.534943,09-29-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_10_15,0.520276,10-15-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_10_31,0.491892,10-31-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_11_16,0.476099,11-16-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_12_02,0.455149,12-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_12_18,0.443417,12-18-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_01,0.438996,01-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_17,0.431839,01-17-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_02,0.411039,02-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_18,0.420916,02-18-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_06,0.407513,03-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_22,0.418712,03-22-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_07,0.460888,04-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_23,0.51668,04-23-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_09,0.560271,05-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_25,0.542222,05-25-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_10,0.567578,06-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_26,0.530449,06-26-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_12,0.582371,07-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_28,0.555606,07-28-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_13,0.556316,08-13-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_29,0.534895,08-29-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_14,0.517541,09-14-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_30,0.560173,09-30-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_10_16,0.569268,10-16-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_01,0.578954,11-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_17,0.557265,11-17-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_03,0.497047,12-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_19,0.482442,12-19-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_01,0.466502,01-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_17,0.432943,01-17-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_02,0.421819,02-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_18,0.404637,02-18-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_06,0.389783,03-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_22,0.374751,03-22-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_07,0.368877,04-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_23,0.48803,04-23-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_09,0.432976,05-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_25,0.443471,05-25-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_10,0.433708,06-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_26,0.413311,06-26-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_12,0.423761,07-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_28,0.400905,07-28-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_13,0.434488,08-13-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_29,0.515164,08-29-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_14,0.520192,09-14-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_30,0.506855,09-30-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_10_16,0.482161,10-16-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_01,0.492654,11-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_17,0.472822,11-17-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_03,0.452843,12-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_19,0.42568,12-19-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_01,0.415286,01-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_17,0.42318,01-17-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_02,0.41902,02-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_18,0.388118,02-18-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_06,0.441392,03-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_22,0.451224,03-22-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_07,0.470682,04-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_23,0.446238,04-23-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_09,0.541724,05-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_25,0.576887,05-25-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_10,0.508054,06-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_26,0.451158,06-26-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_12,0.42948,07-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_28,0.402958,07-28-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_13,0.400171,08-13-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_29,0.406029,08-29-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_14,0.440646,09-14-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_30,0.500225,09-30-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_10_16,0.476911,10-16-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_01,0.534845,11-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_17,0.503944,11-17-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_03,0.491102,12-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_19,0.512459,12-19-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_01_01,0.501073,01-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_01_17,0.480472,01-17-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_02_02,0.469028,02-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_02_18,0.468928,02-18-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_03_05,0.462856,03-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_03_21,0.532322,03-21-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_04_06,0.536204,04-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_04_22,0.546518,04-22-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_05_08,0.511579,05-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_05_24,0.490734,05-24-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_06_09,0.504005,06-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_06_25,0.516976,06-25-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_07_11,0.50355,07-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_07_27,0.567617,07-27-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_08_12,0.530176,08-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_08_28,0.565122,08-28-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_09_13,0.584433,09-13-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_09_29,0.528917,09-29-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_15,0.476509,10-15-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_31,0.51228,10-31-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_16,0.482326,11-16-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_02,0.467636,12-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_18,0.449804,12-18-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
