Station_ID, Name, Latitude, Longitude, Elevation (ft), Date_Time (UTC),Precipitation 15min (in), Pressure (hPa), Relative Humidity (%), Soil Temperature 10 cm (f), Soil Temperature 20 cm (f), Soil Temperature 5 cm (f), Soil Volumetric Water Content 10 cm (%), Soil Volumetric Water Content 20 cm (%), Soil Volumetric Water Content 5 cm (%), Solar Radiation (W/m2), Temperature (f), Wind Speed 10m (kn), 
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T20:00:00Z,0,950,34.42,71.71,67.62,82.6,17.3,24,12.2,877,81.03,6.49,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T20:15:00Z,0,949,32.87,72.34,67.64,83.41,17.3,24,12.2,832,81.19,5.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T20:30:00Z,0,949,33.1,72.9,67.66,84.18,17.3,24,12.3,831,81.72,4.43,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T20:45:00Z,0,949,30.5,73.42,67.69,84.9,17.4,24,12.3,676.1,82.33,4.28,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T21:00:00Z,0,949,25.36,73.89,67.73,85.48,17.4,24,12.4,733.1,82.4,5.81,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T21:15:00Z,0,949,23.44,74.34,67.77,85.8,17.4,24,12.4,789.7,82.96,6.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T21:30:00Z,0,949,23.67,74.73,67.84,86.05,17.4,24,12.4,622.9,82.71,4.63,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T21:45:00Z,0,949,23.23,75.09,67.89,86.27,17.5,24,12.4,634.2,83.08,3.91,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T22:00:00Z,0,949,21.31,75.43,67.98,86.4,17.4,24.1,12.4,581.3,82.76,4.47,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T22:15:00Z,0,949,23.1,75.74,68.05,86.45,17.5,24.1,12.3,363.2,81.99,4.78,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T22:30:00Z,0,949,23.71,76.03,68.16,86.25,17.5,24.1,12.3,385.1,81.32,4.47,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T22:45:00Z,0,949,23.77,76.24,68.25,85.84,17.5,24,12.3,325.1,81.16,5.23,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T23:00:00Z,0,949,25.5,76.37,68.36,85.37,17.5,24,12.2,238.3,80.56,4.39,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T23:30:00Z,0,949,26.72,76.53,68.58,84.25,17.5,24.2,12.1,175.5,79.81,2.72,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-06T23:45:00Z,0,949,28.1,76.51,68.68,83.57,17.5,24.2,12.1,124.7,79.75,3.05,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T00:00:00Z,0,950,31.62,76.48,68.79,82.87,17.5,24.2,12,88.5,78.37,2.84,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T00:15:00Z,0,950,31.76,76.37,68.9,82.17,17.5,24.2,12,60.48,77.25,2.64,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T00:30:00Z,0,950,31.56,76.24,69.03,81.41,17.5,24.2,11.9,35.18,75.83,4.39,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T00:45:00Z,0,950,32.06,76.06,69.13,80.65,17.5,24.2,11.9,15.9,74.82,4.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T01:00:00Z,0,950,34.63,75.87,69.24,79.86,17.5,24.2,11.8,4.89,73.56,3.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T01:15:00Z,0,950,37.03,75.63,69.33,79.05,17.5,24.1,11.8,0.11,72.46,2.82,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T01:30:00Z,0,951,44.81,75.38,69.44,78.26,17.5,24.2,11.7,0,71.51,3.21,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T01:45:00Z,0,951,45.05,75.11,69.51,77.52,17.5,24.2,11.7,0,71.33,2.84,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T02:00:00Z,0,951,49.27,74.82,69.6,76.86,17.5,24.2,11.6,0,70.97,2.53,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T02:15:00Z,0,951,54.28,74.53,69.67,76.24,17.4,24.2,11.6,0,70.52,1.65,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T02:30:00Z,0,951,53.53,74.25,69.75,75.72,17.4,24.2,11.6,0,69.87,2.12,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T02:45:00Z,0,952,55.43,73.98,69.84,75.22,17.4,24.2,11.5,0,69.46,1.63,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T03:00:00Z,0,952,53.8,73.71,69.87,74.79,17.4,24.3,11.5,0,69.04,1.28,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T03:15:00Z,0,952,61.17,73.45,69.91,74.35,17.4,24.3,11.5,0,67.95,1.3,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T03:30:00Z,0,952,64.76,73.18,69.94,73.99,17.4,24.3,11.4,0,67.12,2.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T03:45:00Z,0,952,60.29,72.95,70,73.63,17.3,24.3,11.4,0,66.9,1.83,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T04:00:00Z,0,952,66.18,72.75,70.02,73.33,17.4,24.3,11.4,0,66.34,2,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T04:15:00Z,0,952,67.09,72.52,70.05,73.04,17.4,24.3,11.4,0,66.31,1.85,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T04:30:00Z,0,952,66.04,72.32,70.05,72.73,17.4,24.3,11.3,0,66.34,2.7,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T04:45:00Z,0,952,69.22,72.12,70.07,72.48,17.3,24.3,11.3,0,66.02,1.98,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T05:00:00Z,0,952,73.41,71.92,70.07,72.21,17.3,24.3,11.3,0,65.82,2.78,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T05:15:00Z,0,952,84.7,71.74,70.07,71.92,17.3,24.3,11.3,0,65.48,3.87,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T05:30:00Z,0,952,86.9,71.56,70.07,71.69,17.3,24.4,11.2,0,66.11,3.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T05:45:00Z,0,952,87.6,71.38,70.07,71.44,17.3,24.3,11.2,0,66.04,3.62,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T06:00:00Z,0,952,89.6,71.22,70.05,71.28,17.3,24.3,11.2,0,65.46,3.44,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T06:30:00Z,0,952,97.4,70.92,70.03,70.95,17.3,24.3,11.2,0,66.34,5.25,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T06:45:00Z,0,952,98.4,70.79,70.02,70.86,17.2,24.3,11.2,0,66.38,5.07,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T07:00:00Z,0,952,99.2,70.66,70,70.84,17.2,24.3,11.2,0,66.43,5.91,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T07:15:00Z,0,952,98.8,70.56,69.96,70.92,17.3,24.2,11.2,0,66.47,5.13,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T07:30:00Z,0,952,98.2,70.48,69.94,71.01,17.3,24.2,11.2,0,66.27,3.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T07:45:00Z,0,952,96.4,70.39,69.93,71.04,17.3,24.2,11.2,0,65.86,4.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T08:00:00Z,0,952,94.2,70.34,69.89,70.97,17.3,24.2,11.2,0,66.06,4.94,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T08:15:00Z,0,952,91.8,70.29,69.85,70.88,17.3,24.2,11.1,0,65.95,4.68,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T08:30:00Z,0,953,90.8,70.2,69.84,70.83,17.3,24.2,11.1,0,65.84,4.57,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T08:45:00Z,0,952,92.3,70.16,69.78,70.75,17.2,24.2,11.1,0,65.26,4.53,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T09:00:00Z,0,952,93,70.09,69.76,70.66,17.2,24.2,11.1,0,64.81,3.44,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T09:15:00Z,0,952,93.4,70,69.73,70.54,17.2,24.2,11.1,0,64.71,3.52,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T09:30:00Z,0,952,94.2,69.93,69.71,70.41,17.2,24.1,11.1,0,64.78,4,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T09:45:00Z,0,952,94.8,69.85,69.67,70.3,17.2,24.2,11.1,0,64.78,1.36,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T10:00:00Z,0,952,95.8,69.76,69.64,70.2,17.2,24.2,11.1,0,64.72,2.59,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T10:15:00Z,0,952,96.5,69.71,69.58,70.12,17.2,24.2,11.1,0,64.6,3.36,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T10:30:00Z,0,951,97.7,69.64,69.58,70.07,17.2,24.2,11.1,0,64.47,4.1,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T10:45:00Z,0,951,90.7,69.55,69.55,69.94,17.2,24.2,11.1,0,64.62,4.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T11:00:00Z,0,952,80.6,69.49,69.51,69.84,17.2,24.2,11.1,0,66.13,5.5,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T11:15:00Z,0.02,953,62.39,69.42,69.48,69.71,17.2,24.2,11.1,0.18,65.5,8.09,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T11:30:00Z,0.01,953,77.71,69.35,69.44,69.57,17.2,24.2,11.1,1.05,64.29,7.29,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T11:45:00Z,0.01,954,83,69.26,69.42,69.33,17.1,24.2,11.1,0.01,62.71,5.37,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T12:00:00Z,0.03,955,89.8,69.15,69.37,69.03,17.1,24.2,11.1,1.37,60.73,8.11,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T12:15:00Z,0.03,954,94.9,69.04,69.35,68.7,17.2,24.2,11.1,0.24,58.08,7.17,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T12:30:00Z,0.03,954,93.8,68.9,69.31,68.34,17.2,24.2,11,0.01,58.75,4.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T12:45:00Z,0.03,954,97.6,68.74,69.28,67.96,17.2,24.2,11,0.02,57.31,5.05,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T13:00:00Z,0.02,954,97.2,68.58,69.26,67.6,17.2,24.2,11,0.51,56.95,7.1,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T13:15:00Z,0.03,954,97.7,68.41,69.24,67.24,17.2,24.2,11,1.59,56.73,7.13,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T13:30:00Z,0.02,954,95.6,68.23,69.21,66.88,17.2,24.2,11,3.09,56.5,8.18,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T13:45:00Z,0.01,954,93,68.04,69.17,66.54,17.2,24.2,10.9,4.5,56.32,9.58,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T14:00:00Z,0.01,953,96.4,67.82,69.12,66.18,17.2,24.2,10.9,6.46,56.19,8.38,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T14:15:00Z,0.01,953,95.7,67.62,69.1,65.88,17.2,24.2,10.9,10.5,56.01,7.48,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T14:30:00Z,0,952,95.7,67.42,69.04,65.62,17.2,24.2,10.9,17.39,56.07,5.7,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T14:45:00Z,0.01,952,92.9,67.24,69.01,65.39,17.1,24.2,10.9,31.09,56.34,3.67,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T15:00:00Z,0,952,94,67.08,68.97,65.19,17.1,24.2,10.9,47.42,56.64,5.89,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T15:15:00Z,0,952,94.7,66.9,68.92,65.08,17.1,24.2,10.9,57.28,56.86,4.74,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T15:30:00Z,0,952,92.8,66.74,68.88,64.96,17.1,24.1,10.9,60.26,56.98,7.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T15:45:00Z,0,952,92,66.61,68.83,64.87,17.1,24.1,10.9,76.96,57.16,7.04,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T16:00:00Z,0,953,88.4,66.51,68.77,64.83,17.1,24,10.9,95.9,57.56,7.72,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T16:15:00Z,0,953,86.5,66.4,68.72,64.8,17.1,24,10.9,101.4,58.01,6.8,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T16:30:00Z,0,953,89,66.29,68.67,64.8,17.2,24.1,10.9,105.8,58.62,2.72,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T16:45:00Z,0,954,80.9,66.22,68.63,64.85,17.2,24,10.9,109.6,59.2,1.69,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T17:00:00Z,0,954,88.3,66.16,68.56,64.98,17.2,24,10.9,166,59.94,4.9,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T17:15:00Z,0,955,83.2,66.09,68.5,65.14,17.2,24.1,10.9,207.2,60.35,6.59,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T17:30:00Z,0,955,79.99,66.07,68.47,65.39,17.2,24,10.9,280.6,61.39,4.88,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T17:45:00Z,0,955,71.5,66.07,68.4,65.75,17.2,24,10.9,408,63.1,4.53,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T18:00:00Z,0,955,66.89,66.09,68.34,66.36,17.2,24,11,406,64.22,3.71,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T18:15:00Z,0,955,67.73,66.16,68.29,67.1,17.2,24,11.1,244.8,64.47,3.38,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T18:30:00Z,0,955,70.1,66.29,68.23,67.82,17.1,24,11.1,188.4,63.86,1.32,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T18:45:00Z,0,954,69.19,66.45,68.18,68.29,17.1,24,11.1,251.1,63.81,3.42,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T19:00:00Z,0,954,69.56,66.65,68.13,68.65,17.1,24,11.2,197.8,64.31,0.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T19:15:00Z,0,954,72.7,66.83,68.09,68.92,17.1,24,11.2,212.9,64.04,4.67,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T19:30:00Z,0,954,68.95,66.99,68.04,69.13,17.1,23.9,11.2,660.7,64.2,3.75,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T19:45:00Z,0,954,67.8,67.14,67.98,69.49,17.1,23.9,11.2,775.4,65.73,3.58,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T20:00:00Z,0,953,62.32,67.28,67.95,70.5,17.1,23.9,11.3,814,67.19,5.42,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T20:15:00Z,0,953,58.47,67.5,67.91,71.78,17.1,23.9,11.4,556.2,67.66,5.29,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T20:30:00Z,0,953,57.32,67.78,67.87,72.82,17,24,11.4,315.7,67.32,3.93,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T20:45:00Z,0,953,52.05,68.14,67.84,73.33,17.1,24,11.4,593.9,68.07,5.77,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T21:00:00Z,0,953,46.87,68.49,67.84,73.53,17.1,24,11.5,874,69.89,6.47,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T21:15:00Z,0,953,48.66,68.76,67.8,74.08,17,24,11.5,767.3,70.23,7.21,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T21:30:00Z,0,953,51.16,69.04,67.78,74.79,17.1,24,11.5,453.1,69.51,4.76,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T21:45:00Z,0,953,54.17,69.35,67.77,75.24,17.1,23.9,11.6,434,68.47,5.75,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T22:00:00Z,0,952,55.69,69.64,67.78,75.29,17.1,23.9,11.6,431.2,68.47,6.06,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T22:15:00Z,0,952,50.35,69.91,67.78,75.2,17.1,23.9,11.5,622.1,69.48,4.08,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T22:30:00Z,0,952,46.43,70.12,67.78,75.22,17.1,23.9,11.5,553.1,70.11,3.87,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T22:45:00Z,0,952,49.07,70.3,67.78,75.45,17.1,23.9,11.6,492.3,70.72,2.78,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T23:00:00Z,0,952,47.27,70.48,67.82,75.67,17.1,23.9,11.6,444.7,70.41,5.77,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T23:15:00Z,0,952,47.11,70.66,67.82,75.72,17.1,23.9,11.5,368.2,70.59,1.24,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T23:30:00Z,0,952,51.37,70.84,67.86,75.58,17.1,23.9,11.5,310.1,70.56,2.14,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-07T23:45:00Z,0,952,48.53,70.97,67.89,75.27,17.1,23.9,11.5,256.3,70.39,3.21,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T00:00:00Z,0,952,51.23,71.08,67.91,74.84,17.1,24,11.5,200.3,69.84,3.98,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T00:15:00Z,0,952,50.76,71.15,67.95,74.25,17.1,24,11.4,141.6,69.46,3.21,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T00:30:00Z,0,952,54.47,71.19,67.98,73.56,17.1,24,11.4,77.7,68.68,3.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T00:45:00Z,0,952,59.21,71.13,68.02,72.84,17.1,24,11.3,29.56,66.96,2.64,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T01:00:00Z,0,952,65.16,71.02,68.05,72.1,17.1,24,11.3,8.12,65.08,2.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T01:15:00Z,0,952,70.1,70.86,68.09,71.37,17.1,24,11.3,0.61,63.09,2.18,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T01:30:00Z,0,952,68.61,70.66,68.13,70.65,17.1,24,11.2,0,61.61,1.57,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T01:45:00Z,0,953,75.14,70.43,68.16,69.94,17.1,24,11.2,0,60.85,0.64,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T02:00:00Z,0,953,77.55,70.2,68.2,69.28,17.1,24,11.2,0,59.7,2.86,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T02:15:00Z,0,952,78.01,69.93,68.23,68.67,17.1,23.9,11.2,0,60.01,5.38,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T02:30:00Z,0,953,78.9,69.66,68.27,68.14,17.1,23.9,11.1,0,59.56,3.81,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T02:45:00Z,0,953,81.5,69.39,68.29,67.62,17.1,23.9,11.1,0,58.66,2.2,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T03:00:00Z,0,953,83.1,69.13,68.31,67.15,17.1,23.9,11.1,0,57.92,3.17,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T03:15:00Z,0,954,84.9,68.86,68.32,66.67,17,23.9,11.1,0,57.24,2.9,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T03:30:00Z,0,954,83.2,68.61,68.32,66.2,17,23.9,11,0,56.77,2.66,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T03:45:00Z,0,954,85,68.34,68.32,65.75,17,23.9,11,0,56.8,2.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T04:00:00Z,0,954,84.8,68.09,68.32,65.32,17,24,11,0,56.44,1.77,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T04:15:00Z,0,954,84.8,67.84,68.32,64.89,17,24,10.9,0,56.3,1.59,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T04:30:00Z,0,954,84.3,67.6,68.32,64.47,17,24,10.9,0,56.21,2.31,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T04:45:00Z,0,954,89.7,67.33,68.29,64.09,17,24,10.9,0,55.6,2.86,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T05:00:00Z,0,954,86.4,67.1,68.27,63.73,17,24,10.9,0,55.45,4.14,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T05:15:00Z,0,954,84.4,66.85,68.25,63.43,17,24,10.9,0,55.6,3.19,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T05:30:00Z,0,955,87.3,66.61,68.22,63.14,17,24,10.9,0,55.17,5.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T05:45:00Z,0,955,89,66.4,68.2,62.91,17,24,10.9,0,54.66,2.88,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T06:00:00Z,0,955,85.7,66.2,68.18,62.65,17,24,10.8,0,54.77,3.63,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T06:15:00Z,0,955,92.8,66,68.13,62.4,17,23.9,10.8,0,54.45,3.69,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T06:30:00Z,0,956,87.5,65.8,68.09,62.15,17,23.9,10.8,0,53.37,4.24,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T06:45:00Z,0,956,87.4,65.61,68.04,61.88,17,23.9,10.7,0,54.63,3.71,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T07:00:00Z,0,956,88.6,65.41,68,61.61,17,23.9,10.7,0,54.39,3.17,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T07:15:00Z,0,956,88.4,65.23,67.95,61.36,17,23.9,10.7,0,54.09,2.86,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T07:30:00Z,0,956,89.9,65.03,67.89,61.12,17,23.9,10.7,0,53.92,2.29,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T07:45:00Z,0,955,88.8,64.85,67.86,60.87,17,23.9,10.7,0,53.92,2.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T08:00:00Z,0,955,88.3,64.67,67.78,60.66,17,23.9,10.7,0,54.03,2.04,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T08:15:00Z,0,955,89.2,64.49,67.73,60.46,17,23.9,10.7,0,54.18,3.5,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T08:30:00Z,0,955,90.3,64.31,67.68,60.31,17,23.9,10.7,0,54.12,3.23,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T08:45:00Z,0,954,90.1,64.17,67.62,60.19,17,23.9,10.7,0,53.65,4.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T09:00:00Z,0,954,90.6,64,67.57,60.04,17,23.8,10.7,0,53.37,3.58,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T09:15:00Z,0,954,87.8,63.84,67.5,59.9,17,23.8,10.7,0,53.67,5.42,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T09:30:00Z,0,954,86.9,63.7,67.42,59.74,17,23.8,10.7,0,54.14,5.05,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T09:45:00Z,0,954,91.1,63.55,67.39,59.61,17,23.8,10.6,0,53.71,2.35,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T10:00:00Z,0,954,93.4,63.43,67.3,59.49,17,23.8,10.6,0,52.48,3.3,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T10:15:00Z,0,955,95.3,63.3,67.24,59.34,17,23.8,10.6,0,51.6,3.52,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T10:30:00Z,0,955,91.2,63.18,67.17,59.16,17,23.7,10.6,0,52.05,2.68,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T10:45:00Z,0,955,86.5,63.03,67.1,59.02,17,23.7,10.6,0,53.6,4.2,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T11:00:00Z,0,955,92.1,62.91,67.05,58.87,17,23.7,10.6,0,53.73,1.44,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T11:15:00Z,0,955,95.1,62.76,66.97,58.75,17,23.7,10.6,0,51.89,0.06,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T11:30:00Z,0,955,96.7,62.65,66.9,58.64,17,23.8,10.6,0,50.76,0,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T11:45:00Z,0,955,98,62.53,66.83,58.5,17,23.8,10.6,0,50.07,2.25,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T12:00:00Z,0,955,100,62.4,66.76,58.35,17,23.7,10.6,0,49.19,2.49,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T12:15:00Z,0,956,98.3,62.29,66.69,58.19,17,23.7,10.6,0.03,49.44,2.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T12:30:00Z,0,956,99.8,62.17,66.63,58.01,17,23.7,10.6,3.5,49.37,1.32,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-08T12:45:00Z,0,956,97.7,62.06,66.56,57.79,17,23.7,10.6,14.1,49.28,2.76,
