Station_ID, Name, Latitude, Longitude, Elevation (ft), Date_Time (UTC),Precipitation 15min (in), Pressure (hPa), Relative Humidity (%), Soil Temperature 10 cm (f), Soil Temperature 20 cm (f), Soil Temperature 5 cm (f), Soil Volumetric Water Content 10 cm (%), Soil Volumetric Water Content 20 cm (%), Soil Volumetric Water Content 5 cm (%), Solar Radiation (W/m2), Temperature (f), Wind Speed 10m (kn), 
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T08:00:00Z,0,955,80.9,62.02,67.15,55.11,16,22.3,9.8,0,42.1,11.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T08:15:00Z,0,955,80.9,61.86,67.08,54.97,16,22.3,9.8,0,42.26,11.95,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T08:30:00Z,0,955,81.1,61.74,66.99,54.84,16,22.2,9.8,0,42.44,11.18,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T08:45:00Z,0,955,81,61.59,66.94,54.86,16,22.2,9.8,0,42.4,9.47,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T09:00:00Z,0,955,80.3,61.47,66.85,54.82,16,22.2,9.8,0,42.49,12.01,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T09:15:00Z,0,956,80.5,61.36,66.78,54.73,16,22.2,9.8,0,42.58,12.32,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T09:30:00Z,0,955,81,61.25,66.7,54.72,16,22.2,9.8,0,42.51,9.51,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T09:45:00Z,0,955,81.1,61.14,66.61,54.7,16,22.2,9.8,0,42.37,10.26,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T10:00:00Z,0,955,83.1,61.05,66.54,54.64,16,22.2,9.8,0,42.01,10.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T10:15:00Z,0,955,85.4,60.94,66.47,54.59,16,22.2,9.8,0,41.34,7.79,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T10:30:00Z,0,956,87.5,60.84,66.38,54.46,16,22.2,9.7,0,40.71,6.41,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T10:45:00Z,0,956,88.6,60.73,66.29,54.3,16,22.1,9.7,0,40.17,5,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T11:00:00Z,0,956,90,60.57,66.22,54.09,16,22.1,9.7,0,39.69,5.83,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T11:15:00Z,0,956,90.6,60.4,66.13,53.89,16,22.1,9.7,0,39.36,6.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T11:30:00Z,0,957,90.8,60.24,66.06,53.65,16,22.1,9.7,0,39.31,7.23,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T11:45:00Z,0,957,91.6,60.06,65.98,53.42,16,22.1,9.7,0,39.15,6.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T12:00:00Z,0,957,91.7,59.88,65.91,53.2,16,22,9.7,0,38.91,6.51,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T12:15:00Z,0,957,91.4,59.72,65.82,52.99,16,22,9.6,0.68,38.95,6.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T12:30:00Z,0,957,91.2,59.52,65.73,52.81,16,22,9.6,14.9,38.86,5.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T12:45:00Z,0,957,89.8,59.36,65.66,52.61,15.9,22,9.6,31.98,39.16,4.57,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T13:00:00Z,0,957,86.7,59.16,65.59,52.45,15.9,22,9.5,22.46,40.15,4.2,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T13:15:00Z,0,957,84.1,58.98,65.52,52.34,15.9,22,9.5,31.56,41.34,4.63,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T13:30:00Z,0,958,80.7,58.82,65.44,52.34,15.9,21.9,9.5,149.5,42.49,5.6,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T13:45:00Z,0,958,76.54,58.66,65.35,52.43,15.9,21.9,9.6,244.3,43.92,6.43,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T14:00:00Z,0,958,70.72,58.53,65.3,52.66,15.9,21.9,9.6,296.1,45.34,7.13,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T14:15:00Z,0,958,66.32,58.44,65.23,53.08,15.9,21.9,9.6,349.5,46.74,7.04,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T14:30:00Z,0,958,61.25,58.37,65.14,53.58,16,21.9,9.7,404.4,48.29,6.88,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T14:45:00Z,0,958,57.15,58.37,65.07,54.23,15.9,21.9,9.7,458.2,49.69,6.14,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T15:00:00Z,0,958,54.45,58.42,64.98,54.97,15.9,21.9,9.8,513,51.03,6.01,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T15:15:00Z,0,958,52.03,58.53,64.92,55.78,15.9,21.9,9.9,562.3,52.3,5.05,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T15:30:00Z,0,958,49.7,58.68,64.83,56.52,15.9,21.8,9.9,610.5,53.49,4.86,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T15:45:00Z,0,958,46.13,58.91,64.76,57.24,15.9,21.8,10,655.1,55.49,3.71,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T16:00:00Z,0,958,41.43,59.18,64.67,58.28,15.9,21.8,10.1,704,56.05,4.18,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T16:15:00Z,0,958,43.74,59.49,64.62,59.58,15.9,21.8,10.3,738.3,56.73,2.12,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T16:30:00Z,0,958,41.3,59.9,64.54,61.14,15.9,21.7,10.4,777.6,58.6,2.9,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T16:45:00Z,0,958,43.4,60.33,64.49,62.78,15.9,21.7,10.5,815,58.32,1.52,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T17:00:00Z,0,958,38.52,60.85,64.42,64.45,15.9,21.7,10.6,849,59.43,3.09,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T17:15:00Z,0,958,37.64,61.38,64.36,66.07,15.9,21.7,10.7,879,59.63,2.7,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T17:30:00Z,0,958,37.75,61.93,64.33,67.73,15.9,21.7,10.8,902,60.85,2.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T17:45:00Z,0,958,33.42,62.51,64.27,69.51,15.9,21.7,10.9,927,61.59,4.04,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T18:00:00Z,0,958,33.32,63.12,64.26,71.13,15.9,21.7,11,938,62.71,3.09,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T18:15:00Z,0,957,32.81,63.79,64.22,72.68,15.9,21.7,11.1,957,63.5,3.69,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T18:30:00Z,0,957,33.62,64.47,64.22,74.19,15.9,21.7,11.2,958,64.6,5.11,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T18:45:00Z,0,957,33.35,65.17,64.22,75.51,15.9,21.7,11.3,969,65.23,4.68,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T19:00:00Z,0,957,34.2,65.86,64.22,76.86,15.9,21.7,11.4,970,66.33,4.65,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T19:15:00Z,0,957,31.02,66.56,64.24,78.17,16,21.7,11.5,971,66.29,5.62,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T19:30:00Z,0,956,30.48,67.26,64.27,79.54,16,21.7,11.6,957,67.39,4.65,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T19:45:00Z,0,956,30.71,67.95,64.33,80.67,16,21.7,11.6,950,68.09,4.98,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T20:00:00Z,0,956,33.85,68.59,64.38,81.7,16,21.6,11.7,936,68.59,6.12,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T20:15:00Z,0,956,29.6,69.24,64.44,82.6,16,21.6,11.7,915,68.99,5.23,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T20:30:00Z,0,956,28.58,69.85,64.51,83.32,16.1,21.7,11.7,889,69.58,6.06,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T20:45:00Z,0,955,26.45,70.41,64.6,83.91,16.1,21.7,11.8,859,70.56,6.71,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T21:00:00Z,0,955,27.03,70.93,64.69,84.38,16.1,21.7,11.8,827,71.1,6.4,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T21:15:00Z,0,955,26.62,71.4,64.8,84.74,16.1,21.7,11.8,789.9,71.08,5.35,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T21:30:00Z,0,954,25.1,71.87,64.92,85.08,16.1,21.7,11.8,748.2,71.24,6.14,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T21:45:00Z,0,954,26.22,72.3,65.03,85.26,16.2,21.8,11.8,697.2,71.8,4.59,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T22:00:00Z,0,954,26.93,72.66,65.16,85.41,16.2,21.8,11.7,648.5,72.09,3.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T22:15:00Z,0,954,26.92,73.04,65.28,85.6,16.2,21.8,11.7,604.8,72.07,5.62,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T22:30:00Z,0,954,26.52,73.38,65.46,85.6,16.1,21.8,11.7,553.9,72.28,6.65,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T22:45:00Z,0,954,25.71,73.65,65.59,85.37,16.2,21.8,11.7,495.1,72.46,5.17,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T23:00:00Z,0,953,24.69,73.85,65.73,85.06,16.2,21.8,11.6,439.7,72.88,3.58,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T23:15:00Z,0,953,23.07,73.96,65.89,84.61,16.2,21.9,11.6,382.8,72.95,3.32,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T23:30:00Z,0,953,22.8,74.01,66.04,84.02,16.2,21.9,11.5,327,73.06,3.5,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-14T23:45:00Z,0,953,23.78,74.07,66.2,83.32,16.2,21.9,11.5,267.2,73.13,3.62,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T00:00:00Z,0,953,24.15,74.07,66.36,82.47,16.2,21.9,11.4,210.3,72.82,2.82,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T00:15:00Z,0,953,21.69,74.01,66.51,81.55,16.2,21.9,11.3,157.9,72.75,3.95,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T00:30:00Z,0,953,24.73,73.92,66.65,80.53,16.2,22,11.3,104.9,71.85,3.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T00:45:00Z,0,954,27.63,73.74,66.81,79.43,16.2,22,11.2,51.83,70.5,3.89,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T01:00:00Z,0,954,38.39,73.53,66.97,78.31,16.2,22,11.2,12.18,67.35,6.01,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T01:15:00Z,0,954,43.19,73.27,67.12,77.18,16.2,22,11.1,1.99,64.96,6.03,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T01:30:00Z,0,954,46.33,72.97,67.24,76.12,16.2,22,11,0,63.5,5.85,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T02:00:00Z,0,954,50.68,72.25,67.5,74.17,16.1,22.1,10.9,0,60.94,6.1,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T02:15:00Z,0,954,51.36,71.87,67.59,73.27,16.1,22.1,10.8,0,60.37,5.66,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T02:30:00Z,0,954,54.41,71.47,67.71,72.39,16.1,22.1,10.8,0,59.29,4.67,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T02:45:00Z,0,955,54.78,71.08,67.82,71.6,16.1,22.1,10.7,0,58.53,6.38,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T03:00:00Z,0,955,55.58,70.72,67.87,70.86,16.1,22.2,10.7,0,58.68,6.73,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T03:15:00Z,0,955,58.08,70.34,67.96,70.18,16.1,22.2,10.7,0,57.87,6.16,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T03:30:00Z,0,955,58.49,69.96,68.04,69.55,16.1,22.2,10.6,0,57.02,5.79,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T03:45:00Z,0,955,59.59,69.6,68.09,68.95,16.1,22.2,10.6,0,56.59,5.73,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T04:00:00Z,0,955,60.48,69.26,68.14,68.36,16.1,22.2,10.5,0,55.98,5.56,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T04:15:00Z,0,955,60.3,68.94,68.2,67.82,16,22.2,10.5,0,55.9,6.01,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T04:30:00Z,0,955,60.97,68.63,68.22,67.3,16,22.2,10.5,0,55.56,6.43,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T04:45:00Z,0,955,60.43,68.34,68.25,66.81,16,22.2,10.5,0,55.4,7.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T05:00:00Z,0,955,62.6,68.04,68.25,66.36,16,22.2,10.4,0,54.84,5.48,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T05:15:00Z,0,955,61.45,67.77,68.27,65.93,16,22.2,10.4,0,54.73,5.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T05:30:00Z,0,955,59.15,67.5,68.29,65.52,16,22.2,10.4,0,55.08,6.26,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T05:45:00Z,0,955,60.04,67.23,68.31,65.07,16,22.2,10.4,0,55.31,5.58,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T06:00:00Z,0,955,62.09,66.97,68.29,64.65,16,22.2,10.3,0,54.43,5.91,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T06:15:00Z,0,955,60.79,66.72,68.29,64.24,16,22.2,10.3,0,54.14,7.15,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T06:30:00Z,0,955,60.64,66.45,68.27,63.84,15.9,22.2,10.2,0,54.43,6.51,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T06:45:00Z,0,955,60.71,66.22,68.22,63.5,15.9,22.2,10.2,0,54.43,6.57,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T07:00:00Z,0,955,61.38,65.97,68.22,63.18,16,22.2,10.2,0,54.23,6.96,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T07:15:00Z,0,955,62.33,65.73,68.2,62.83,16,22.1,10.2,0,54.03,6.59,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T07:30:00Z,0,955,64.24,65.5,68.14,62.55,16,22.1,10.1,0,53.56,6.38,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T07:45:00Z,0,955,65.68,65.3,68.13,62.28,16,22.1,10.1,0,52.86,5.91,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T08:00:00Z,0,954,67.01,65.08,68.07,62.04,15.9,22.1,10.1,0,52.2,6.36,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T08:15:00Z,0,954,68.28,64.87,68.04,61.75,15.9,22.1,10.1,0,51.82,6.43,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T08:30:00Z,0,954,68.52,64.71,67.98,61.5,15.9,22.1,10,0,51.42,6.59,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T08:45:00Z,0,954,68.01,64.49,67.95,61.23,15.9,22.1,10,0,51.78,7.29,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T09:00:00Z,0,954,67.27,64.29,67.91,60.98,15.9,22.1,10,0,52.16,7.37,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T09:15:00Z,0,954,66.07,64.09,67.86,60.73,15.9,22.1,10,0,52.5,7.76,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T09:30:00Z,0,954,66.66,63.9,67.78,60.53,15.9,22.1,10,0,52.57,7.41,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T09:45:00Z,0,954,66.12,63.7,67.73,60.31,15.9,22.1,10,0,52.66,7.48,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T10:00:00Z,0,954,67,63.54,67.69,60.13,15.9,22.1,10,0,52.72,7.06,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T10:15:00Z,0,954,67.22,63.37,67.62,59.94,15.9,22,9.9,0,52.38,7.33,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T10:30:00Z,0,954,68.03,63.19,67.57,59.76,15.9,22,9.9,0,52.21,7.02,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T10:45:00Z,0,954,69.03,63.03,67.5,59.56,15.9,22,9.9,0,51.78,6.45,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T11:00:00Z,0,955,68.56,62.89,67.46,59.41,15.9,22,9.9,0,51.62,6.82,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T11:15:00Z,0,955,68.1,62.74,67.39,59.25,15.9,22,9.9,0,52.09,7.52,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T11:30:00Z,0,955,69.1,62.6,67.3,59.04,15.9,22,9.9,0,52.2,8.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T11:45:00Z,0,955,70.04,62.46,67.23,58.87,15.9,21.9,9.9,0,52.5,8.79,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T12:00:00Z,0,955,71.74,62.29,67.19,58.77,15.9,21.9,9.9,0,52.43,7.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T12:15:00Z,0,955,71.8,62.15,67.12,58.64,15.9,21.9,9.9,0.82,52.18,7.99,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T12:30:00Z,0,956,71.14,62.02,67.05,58.5,15.9,21.9,9.9,16.7,52.18,8.44,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T12:45:00Z,0,956,68.64,61.86,66.99,58.35,15.9,21.9,9.9,39.52,52.47,9.45,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T13:00:00Z,0,956,65.46,61.72,66.92,58.23,15.9,21.9,9.9,26.04,53.1,10.07,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T13:15:00Z,0,956,61.12,61.57,66.87,58.19,15.9,21.9,9.9,31.88,53.92,11.25,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T13:30:00Z,0,956,57.78,61.41,66.79,58.21,15.9,21.9,9.9,135.6,54.9,10.89,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T13:45:00Z,0,956,53.87,61.29,66.72,58.39,15.9,21.9,9.9,252.4,56.05,10.17,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T14:00:00Z,0,956,51.91,61.21,66.67,58.71,15.9,21.8,9.9,308,57.63,10.67,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T14:15:00Z,0,957,47.89,61.12,66.6,59.18,15.9,21.8,9.9,363.1,59.36,10.69,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T14:30:00Z,0,957,46.48,61.09,66.52,59.77,15.9,21.8,10,416.2,61.03,10.32,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T14:45:00Z,0,957,45.75,61.12,66.47,60.51,15.9,21.8,10,474.6,62.19,12.97,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T15:00:00Z,0,957,44.6,61.2,66.4,61.39,15.9,21.7,10.1,526.5,63.09,12.58,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T15:15:00Z,0,957,44.04,61.34,66.34,62.31,15.9,21.7,10.2,578.5,64.26,12.44,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T15:30:00Z,0,957,41.85,61.57,66.29,63.21,15.9,21.7,10.2,626.2,65.53,12.67,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T15:45:00Z,0,957,41.9,61.84,66.22,64.06,15.8,21.7,10.3,673.6,66.52,13.9,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T16:00:00Z,0,957,39.23,62.2,66.16,65.08,15.8,21.7,10.4,717.2,67.95,14.21,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T16:15:00Z,0,957,38.05,62.62,66.11,66.31,15.8,21.7,10.5,754.3,68.72,12.89,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T16:30:00Z,0,957,38.32,63.07,66.07,67.59,15.8,21.7,10.6,794.9,70.34,12.11,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T16:45:00Z,0,957,36.05,63.55,66.02,69.01,15.8,21.6,10.7,831,70.74,14.27,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T17:00:00Z,0,957,37.34,64.09,65.98,70.59,15.8,21.6,10.8,865,71.73,14.27,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T17:15:00Z,0,957,35.82,64.69,65.95,72.03,15.8,21.6,10.8,893,72.28,13.92,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T17:30:00Z,0,957,35.04,65.28,65.93,73.44,15.8,21.6,10.9,914,73.09,14.62,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T17:45:00Z,0,956,35.51,65.89,65.89,74.82,15.8,21.6,11,947,73.4,14.64,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T18:00:00Z,0,956,34.43,66.51,65.88,76.15,15.9,21.6,11.1,989,74.14,14.87,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T18:15:00Z,0,956,34.23,67.1,65.88,77.47,15.9,21.5,11.2,1012,75.02,15.1,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T18:30:00Z,0,956,33.15,67.77,65.88,78.89,15.8,21.5,11.3,964,75.11,14.29,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T18:45:00Z,0,956,33.18,68.41,65.89,80.04,15.9,21.5,11.3,998,75.87,14.66,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T19:00:00Z,0,956,32.64,69.06,65.91,80.96,15.9,21.5,11.4,938,76.46,13.76,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T19:15:00Z,0,955,32.16,69.67,65.95,81.91,16,21.5,11.4,940,76.05,13.04,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T19:30:00Z,0,955,28.81,70.27,66,82.71,15.9,21.5,11.5,998,76.8,14.11,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T19:45:00Z,0,955,28.48,70.83,66.06,83.53,15.9,21.5,11.5,967,77.54,13.1,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T20:00:00Z,0,955,28.51,71.33,66.13,84.25,16,21.6,11.5,944,78.55,12.19,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T20:15:00Z,0,955,27.36,71.82,66.2,84.97,16,21.6,11.6,925,78.76,11.8,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T20:30:00Z,0,954,31.01,72.32,66.27,85.69,16,21.6,11.6,897,78.78,12.17,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T20:45:00Z,0,954,26.99,72.79,66.36,86.29,16,21.6,11.6,862,79.18,11.35,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T21:00:00Z,0,954,30.2,73.24,66.47,86.83,16,21.6,11.7,832,79.23,11.6,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T21:15:00Z,0,954,27.73,73.69,66.58,87.26,16,21.6,11.7,791.9,78.94,11.8,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T21:30:00Z,0,954,28.57,74.08,66.7,87.46,16,21.6,11.7,751.1,79.09,12.3,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T21:45:00Z,0,954,30.23,74.48,66.81,87.51,16.1,21.7,11.6,695.8,78.57,12.77,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T22:00:00Z,0,954,28,74.8,66.94,87.42,16,21.7,11.6,661.3,78.82,11.7,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T22:15:00Z,0,954,29.72,75.04,67.08,87.22,16,21.7,11.6,607,78.53,10.4,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T22:30:00Z,0,953,30.16,75.15,67.23,86.95,16.1,21.7,11.5,553.4,79.27,10.22,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T22:45:00Z,0,953,30.09,75.25,67.35,86.76,16.1,21.7,11.5,497.2,78.21,11,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T23:15:00Z,0,953,34.45,75.4,67.66,85.78,16.1,21.7,11.4,386.4,77.63,11.04,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T23:30:00Z,0,953,35.98,75.38,67.78,85.15,16.1,21.7,11.4,325.3,77.25,9.78,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-15T23:45:00Z,0,953,36.35,75.31,67.93,84.36,16.1,21.8,11.3,263.8,76.28,10.57,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-16T00:00:00Z,0,954,36.39,75.22,68.09,83.41,16.1,21.8,11.3,207.3,75.69,9.91,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-16T00:15:00Z,0,954,37.57,75.07,68.23,82.38,16.1,21.8,11.2,154.2,75.02,11.1,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-16T00:30:00Z,0,954,38.18,74.89,68.38,81.32,16.1,21.8,11.1,107.4,74.39,10.75,
TWB44,Kerr WMA,30.09285,-99.50425,2153,2019-04-16T00:45:00Z,0,954,40.88,74.66,68.52,80.24,16.1,21.9,11.1,42.9,73.51,9.41,
