MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,exactly_None,exactly_D0,exactly_D1,exactly_D2,exactly_D3,exactly_D4,check_sum,class_number,class_label,week_start
20000801,48265,Kerr County,TX,0,100,100,0,0,0,8/1/2000,8/7/2000,1,0,0,100,0,0,0,100,2,D1,8/1/2000
20000725,48265,Kerr County,TX,0,100,62.64,0,0,0,7/25/2000,7/31/2000,1,0,37.36,62.64,0,0,0,100,2,D1,7/25/2000
20000718,48265,Kerr County,TX,0,100,35.98,0,0,0,7/18/2000,7/24/2000,1,0,64.02,35.98,0,0,0,100,1,D0,7/18/2000
20000711,48265,Kerr County,TX,0,100,0,0,0,0,7/11/2000,7/17/2000,1,0,100,0,0,0,0,100,1,D0,7/11/2000
20000704,48265,Kerr County,TX,0,100,0,0,0,0,7/4/2000,7/10/2000,1,0,100,0,0,0,0,100,1,D0,7/4/2000
20000627,48265,Kerr County,TX,0,100,48.75,0,0,0,6/27/2000,7/3/2000,1,0,51.25,48.75,0,0,0,100,1,D0,6/27/2000
20000620,48265,Kerr County,TX,13.27,86.73,45.6,0,0,0,6/20/2000,6/26/2000,1,13.27,41.13,45.6,0,0,0,100,2,D1,6/20/2000
20000613,48265,Kerr County,TX,11.92,88.08,45.6,0.04,0,0,6/13/2000,6/19/2000,1,11.92,42.48,45.56,0.04,0,0,100,2,D1,6/13/2000
20000606,48265,Kerr County,TX,1.52,98.48,45.6,0.04,0,0,6/6/2000,6/12/2000,1,1.52,52.88,45.56,0.04,0,0,100,1,D0,6/6/2000
20000530,48265,Kerr County,TX,0,100,100,100,0,0,5/30/2000,6/5/2000,1,0,0,0,100,0,0,100,3,D2,5/30/2000
20000523,48265,Kerr County,TX,0,100,100,100,0,0,5/23/2000,5/29/2000,1,0,0,0,100,0,0,100,3,D2,5/23/2000
20000516,48265,Kerr County,TX,0,100,100,100,0,0,5/16/2000,5/22/2000,1,0,0,0,100,0,0,100,3,D2,5/16/2000
20000509,48265,Kerr County,TX,0,100,100,100,0,0,5/9/2000,5/15/2000,1,0,0,0,100,0,0,100,3,D2,5/9/2000
20000502,48265,Kerr County,TX,0,100,100,100,0,0,5/2/2000,5/8/2000,1,0,0,0,100,0,0,100,3,D2,5/2/2000
20000425,48265,Kerr County,TX,0,100,100,100,0,0,4/25/2000,5/1/2000,1,0,0,0,100,0,0,100,3,D2,4/25/2000
20000418,48265,Kerr County,TX,0,100,100,100,0,0,4/18/2000,4/24/2000,1,0,0,0,100,0,0,100,3,D2,4/18/2000
20000411,48265,Kerr County,TX,0,100,100,100,0,0,4/11/2000,4/17/2000,1,0,0,0,100,0,0,100,3,D2,4/11/2000
20000404,48265,Kerr County,TX,0,100,100,100,0,0,4/4/2000,4/10/2000,1,0,0,0,100,0,0,100,3,D2,4/4/2000
20000328,48265,Kerr County,TX,0,100,100,100,0,0,3/28/2000,4/3/2000,1,0,0,0,100,0,0,100,3,D2,3/28/2000
20000321,48265,Kerr County,TX,0,100,100,100,0,0,3/21/2000,3/27/2000,1,0,0,0,100,0,0,100,3,D2,3/21/2000
20000314,48265,Kerr County,TX,0,100,100,100,0,0,3/14/2000,3/20/2000,1,0,0,0,100,0,0,100,3,D2,3/14/2000
20000307,48265,Kerr County,TX,0,100,100,100,0,0,3/7/2000,3/13/2000,1,0,0,0,100,0,0,100,3,D2,3/7/2000
20000229,48265,Kerr County,TX,0,100,100,100,0,0,2/29/2000,3/6/2000,1,0,0,0,100,0,0,100,3,D2,2/29/2000
20000222,48265,Kerr County,TX,0,100,100,100,0,0,2/22/2000,2/28/2000,1,0,0,0,100,0,0,100,3,D2,2/22/2000
20000215,48265,Kerr County,TX,0,100,100,100,0,0,2/15/2000,2/21/2000,1,0,0,0,100,0,0,100,3,D2,2/15/2000
20000208,48265,Kerr County,TX,0,100,100,100,0,0,2/8/2000,2/14/2000,1,0,0,0,100,0,0,100,3,D2,2/8/2000
20000201,48265,Kerr County,TX,0,100,100,100,0,0,2/1/2000,2/7/2000,1,0,0,0,100,0,0,100,3,D2,2/1/2000
20000125,48265,Kerr County,TX,0,100,100,100,0,0,1/25/2000,1/31/2000,1,0,0,0,100,0,0,100,3,D2,1/25/2000
20000118,48265,Kerr County,TX,0,100,100,100,0,0,1/18/2000,1/24/2000,1,0,0,0,100,0,0,100,3,D2,1/18/2000
20000111,48265,Kerr County,TX,0,100,100,100,0,0,1/11/2000,1/17/2000,1,0,0,0,100,0,0,100,3,D2,1/11/2000
20000104,48265,Kerr County,TX,0,100,100,100,0,0,1/4/2000,1/10/2000,1,0,0,0,100,0,0,100,3,D2,1/4/2000
,,,,,,,,,,,,, ,,,,,,,,,
