MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,exactly_None,exactly_D0,exactly_D1,exactly_D2,exactly_D3,exactly_D4,check_sum,class_number,class_label,week_start
20040511,48265,Kerr County,TX,100,0,0,0,0,0,5/11/2004,5/17/2004,1,100,0,0,0,0,0,100,0,None,5/11/2004
20040504,48265,Kerr County,TX,100,0,0,0,0,0,5/4/2004,5/10/2004,1,100,0,0,0,0,0,100,0,None,5/4/2004
20040427,48265,Kerr County,TX,100,0,0,0,0,0,4/27/2004,5/3/2004,1,100,0,0,0,0,0,100,0,None,4/27/2004
20040420,48265,Kerr County,TX,100,0,0,0,0,0,4/20/2004,4/26/2004,1,100,0,0,0,0,0,100,0,None,4/20/2004
20040413,48265,Kerr County,TX,100,0,0,0,0,0,4/13/2004,4/19/2004,1,100,0,0,0,0,0,100,0,None,4/13/2004
20040406,48265,Kerr County,TX,100,0,0,0,0,0,4/6/2004,4/12/2004,1,100,0,0,0,0,0,100,0,None,4/6/2004
20040330,48265,Kerr County,TX,100,0,0,0,0,0,3/30/2004,4/5/2004,1,100,0,0,0,0,0,100,0,None,3/30/2004
20040323,48265,Kerr County,TX,100,0,0,0,0,0,3/23/2004,3/29/2004,1,100,0,0,0,0,0,100,0,None,3/23/2004
20040316,48265,Kerr County,TX,100,0,0,0,0,0,3/16/2004,3/22/2004,1,100,0,0,0,0,0,100,0,None,3/16/2004
20040309,48265,Kerr County,TX,100,0,0,0,0,0,3/9/2004,3/15/2004,1,100,0,0,0,0,0,100,0,None,3/9/2004
20040302,48265,Kerr County,TX,100,0,0,0,0,0,3/2/2004,3/8/2004,1,100,0,0,0,0,0,100,0,None,3/2/2004
20040224,48265,Kerr County,TX,100,0,0,0,0,0,2/24/2004,3/1/2004,1,100,0,0,0,0,0,100,0,None,2/24/2004
20040217,48265,Kerr County,TX,100,0,0,0,0,0,2/17/2004,2/23/2004,1,100,0,0,0,0,0,100,0,None,2/17/2004
20040210,48265,Kerr County,TX,100,0,0,0,0,0,2/10/2004,2/16/2004,1,100,0,0,0,0,0,100,0,None,2/10/2004
20040203,48265,Kerr County,TX,100,0,0,0,0,0,2/3/2004,2/9/2004,1,100,0,0,0,0,0,100,0,None,2/3/2004
20040127,48265,Kerr County,TX,100,0,0,0,0,0,1/27/2004,2/2/2004,1,100,0,0,0,0,0,100,0,None,1/27/2004
20040120,48265,Kerr County,TX,100,0,0,0,0,0,1/20/2004,1/26/2004,1,100,0,0,0,0,0,100,0,None,1/20/2004
20040113,48265,Kerr County,TX,0,100,0,0,0,0,1/13/2004,1/19/2004,1,0,100,0,0,0,0,100,1,D0,1/13/2004
20040106,48265,Kerr County,TX,0,100,0,0,0,0,1/6/2004,1/12/2004,1,0,100,0,0,0,0,100,1,D0,1/6/2004
20031230,48265,Kerr County,TX,0,100,0,0,0,0,12/30/2003,1/5/2004,1,0,100,0,0,0,0,100,1,D0,12/30/2003
20031223,48265,Kerr County,TX,84.17,15.83,0,0,0,0,12/23/2003,12/29/2003,1,84.17,15.83,0,0,0,0,100,0,None,12/23/2003
20031216,48265,Kerr County,TX,100,0,0,0,0,0,12/16/2003,12/22/2003,1,100,0,0,0,0,0,100,0,None,12/16/2003
20031209,48265,Kerr County,TX,100,0,0,0,0,0,12/9/2003,12/15/2003,1,100,0,0,0,0,0,100,0,None,12/9/2003
20031202,48265,Kerr County,TX,100,0,0,0,0,0,12/2/2003,12/8/2003,1,100,0,0,0,0,0,100,0,None,12/2/2003
20031125,48265,Kerr County,TX,100,0,0,0,0,0,11/25/2003,12/1/2003,1,100,0,0,0,0,0,100,0,None,11/25/2003
20031118,48265,Kerr County,TX,100,0,0,0,0,0,11/18/2003,11/24/2003,1,100,0,0,0,0,0,100,0,None,11/18/2003
20031111,48265,Kerr County,TX,100,0,0,0,0,0,11/11/2003,11/17/2003,1,100,0,0,0,0,0,100,0,None,11/11/2003
20031104,48265,Kerr County,TX,100,0,0,0,0,0,11/4/2003,11/10/2003,1,100,0,0,0,0,0,100,0,None,11/4/2003
20031028,48265,Kerr County,TX,100,0,0,0,0,0,10/28/2003,11/3/2003,1,100,0,0,0,0,0,100,0,None,10/28/2003
20031021,48265,Kerr County,TX,100,0,0,0,0,0,10/21/2003,10/27/2003,1,100,0,0,0,0,0,100,0,None,10/21/2003
20031014,48265,Kerr County,TX,100,0,0,0,0,0,10/14/2003,10/20/2003,1,100,0,0,0,0,0,100,0,None,10/14/2003
20031007,48265,Kerr County,TX,100,0,0,0,0,0,10/7/2003,10/13/2003,1,100,0,0,0,0,0,100,0,None,10/7/2003
20030930,48265,Kerr County,TX,100,0,0,0,0,0,9/30/2003,10/6/2003,1,100,0,0,0,0,0,100,0,None,9/30/2003
20030923,48265,Kerr County,TX,100,0,0,0,0,0,9/23/2003,9/29/2003,1,100,0,0,0,0,0,100,0,None,9/23/2003
20030916,48265,Kerr County,TX,100,0,0,0,0,0,9/16/2003,9/22/2003,1,100,0,0,0,0,0,100,0,None,9/16/2003
20030909,48265,Kerr County,TX,85.44,14.56,0,0,0,0,9/9/2003,9/15/2003,1,85.44,14.56,0,0,0,0,100,0,None,9/9/2003
20030902,48265,Kerr County,TX,83.3,16.7,0,0,0,0,9/2/2003,9/8/2003,1,83.3,16.7,0,0,0,0,100,0,None,9/2/2003
20030826,48265,Kerr County,TX,38.83,61.17,0,0,0,0,8/26/2003,9/1/2003,1,38.83,61.17,0,0,0,0,100,1,D0,8/26/2003
20030819,48265,Kerr County,TX,28.89,71.11,0,0,0,0,8/19/2003,8/25/2003,1,28.89,71.11,0,0,0,0,100,1,D0,8/19/2003
20030812,48265,Kerr County,TX,13.05,86.95,0,0,0,0,8/12/2003,8/18/2003,1,13.05,86.95,0,0,0,0,100,1,D0,8/12/2003
20030805,48265,Kerr County,TX,72.22,27.78,0,0,0,0,8/5/2003,8/11/2003,1,72.22,27.78,0,0,0,0,100,0,None,8/5/2003
20030729,48265,Kerr County,TX,100,0,0,0,0,0,7/29/2003,8/4/2003,1,100,0,0,0,0,0,100,0,None,7/29/2003
20030722,48265,Kerr County,TX,100,0,0,0,0,0,7/22/2003,7/28/2003,1,100,0,0,0,0,0,100,0,None,7/22/2003
20030715,48265,Kerr County,TX,100,0,0,0,0,0,7/15/2003,7/21/2003,1,100,0,0,0,0,0,100,0,None,7/15/2003
20030708,48265,Kerr County,TX,97.28,2.72,0,0,0,0,7/8/2003,7/14/2003,1,97.28,2.72,0,0,0,0,100,0,None,7/8/2003
20030701,48265,Kerr County,TX,0,100,16.4,0,0,0,7/1/2003,7/7/2003,1,0,83.6,16.4,0,0,0,100,1,D0,7/1/2003
20030624,48265,Kerr County,TX,0,100,7.58,0,0,0,6/24/2003,6/30/2003,1,0,92.42,7.58,0,0,0,100,1,D0,6/24/2003
20030617,48265,Kerr County,TX,0,100,12.68,0,0,0,6/17/2003,6/23/2003,1,0,87.32,12.68,0,0,0,100,1,D0,6/17/2003
20030610,48265,Kerr County,TX,0,100,100,100,0,0,6/10/2003,6/16/2003,1,0,0,0,100,0,0,100,3,D2,6/10/2003
20030603,48265,Kerr County,TX,0,100,100,100,0,0,6/3/2003,6/9/2003,1,0,0,0,100,0,0,100,3,D2,6/3/2003
20030527,48265,Kerr County,TX,0,100,100,100,0,0,5/27/2003,6/2/2003,1,0,0,0,100,0,0,100,3,D2,5/27/2003
20030520,48265,Kerr County,TX,0,100,100,100,0,0,5/20/2003,5/26/2003,1,0,0,0,100,0,0,100,3,D2,5/20/2003
20030513,48265,Kerr County,TX,0,100,100,0,0,0,5/13/2003,5/19/2003,1,0,0,100,0,0,0,100,2,D1,5/13/2003
20030506,48265,Kerr County,TX,0,100,0,0,0,0,5/6/2003,5/12/2003,1,0,100,0,0,0,0,100,1,D0,5/6/2003
20030429,48265,Kerr County,TX,0,100,0,0,0,0,4/29/2003,5/5/2003,1,0,100,0,0,0,0,100,1,D0,4/29/2003
20030422,48265,Kerr County,TX,100,0,0,0,0,0,4/22/2003,4/28/2003,1,100,0,0,0,0,0,100,0,None,4/22/2003
20030415,48265,Kerr County,TX,100,0,0,0,0,0,4/15/2003,4/21/2003,1,100,0,0,0,0,0,100,0,None,4/15/2003
20030408,48265,Kerr County,TX,100,0,0,0,0,0,4/8/2003,4/14/2003,1,100,0,0,0,0,0,100,0,None,4/8/2003
20030401,48265,Kerr County,TX,100,0,0,0,0,0,4/1/2003,4/7/2003,1,100,0,0,0,0,0,100,0,None,4/1/2003
20030325,48265,Kerr County,TX,100,0,0,0,0,0,3/25/2003,3/31/2003,1,100,0,0,0,0,0,100,0,None,3/25/2003
20030318,48265,Kerr County,TX,100,0,0,0,0,0,3/18/2003,3/24/2003,1,100,0,0,0,0,0,100,0,None,3/18/2003
20030311,48265,Kerr County,TX,100,0,0,0,0,0,3/11/2003,3/17/2003,1,100,0,0,0,0,0,100,0,None,3/11/2003
20030304,48265,Kerr County,TX,100,0,0,0,0,0,3/4/2003,3/10/2003,1,100,0,0,0,0,0,100,0,None,3/4/2003
20030225,48265,Kerr County,TX,100,0,0,0,0,0,2/25/2003,3/3/2003,1,100,0,0,0,0,0,100,0,None,2/25/2003
20030218,48265,Kerr County,TX,100,0,0,0,0,0,2/18/2003,2/24/2003,1,100,0,0,0,0,0,100,0,None,2/18/2003
20030211,48265,Kerr County,TX,100,0,0,0,0,0,2/11/2003,2/17/2003,1,100,0,0,0,0,0,100,0,None,2/11/2003
20030204,48265,Kerr County,TX,100,0,0,0,0,0,2/4/2003,2/10/2003,1,100,0,0,0,0,0,100,0,None,2/4/2003
20030128,48265,Kerr County,TX,100,0,0,0,0,0,1/28/2003,2/3/2003,1,100,0,0,0,0,0,100,0,None,1/28/2003
20030121,48265,Kerr County,TX,100,0,0,0,0,0,1/21/2003,1/27/2003,1,100,0,0,0,0,0,100,0,None,1/21/2003
20030114,48265,Kerr County,TX,100,0,0,0,0,0,1/14/2003,1/20/2003,1,100,0,0,0,0,0,100,0,None,1/14/2003
20030107,48265,Kerr County,TX,100,0,0,0,0,0,1/7/2003,1/13/2003,1,100,0,0,0,0,0,100,0,None,1/7/2003
20021231,48265,Kerr County,TX,100,0,0,0,0,0,12/31/2002,1/6/2003,1,100,0,0,0,0,0,100,0,None,12/31/2002
20021224,48265,Kerr County,TX,100,0,0,0,0,0,12/24/2002,12/30/2002,1,100,0,0,0,0,0,100,0,None,12/24/2002
20021217,48265,Kerr County,TX,100,0,0,0,0,0,12/17/2002,12/23/2002,1,100,0,0,0,0,0,100,0,None,12/17/2002
20021210,48265,Kerr County,TX,100,0,0,0,0,0,12/10/2002,12/16/2002,1,100,0,0,0,0,0,100,0,None,12/10/2002
20021203,48265,Kerr County,TX,100,0,0,0,0,0,12/3/2002,12/9/2002,1,100,0,0,0,0,0,100,0,None,12/3/2002
20021126,48265,Kerr County,TX,100,0,0,0,0,0,11/26/2002,12/2/2002,1,100,0,0,0,0,0,100,0,None,11/26/2002
20021119,48265,Kerr County,TX,100,0,0,0,0,0,11/19/2002,11/25/2002,1,100,0,0,0,0,0,100,0,None,11/19/2002
20021112,48265,Kerr County,TX,100,0,0,0,0,0,11/12/2002,11/18/2002,1,100,0,0,0,0,0,100,0,None,11/12/2002
20021105,48265,Kerr County,TX,100,0,0,0,0,0,11/5/2002,11/11/2002,1,100,0,0,0,0,0,100,0,None,11/5/2002
20021029,48265,Kerr County,TX,100,0,0,0,0,0,10/29/2002,11/4/2002,1,100,0,0,0,0,0,100,0,None,10/29/2002
20021022,48265,Kerr County,TX,100,0,0,0,0,0,10/22/2002,10/28/2002,1,100,0,0,0,0,0,100,0,None,10/22/2002
20021015,48265,Kerr County,TX,100,0,0,0,0,0,10/15/2002,10/21/2002,1,100,0,0,0,0,0,100,0,None,10/15/2002
20021008,48265,Kerr County,TX,100,0,0,0,0,0,10/8/2002,10/14/2002,1,100,0,0,0,0,0,100,0,None,10/8/2002
20021001,48265,Kerr County,TX,100,0,0,0,0,0,10/1/2002,10/7/2002,1,100,0,0,0,0,0,100,0,None,10/1/2002
20020924,48265,Kerr County,TX,100,0,0,0,0,0,9/24/2002,9/30/2002,1,100,0,0,0,0,0,100,0,None,9/24/2002
20020917,48265,Kerr County,TX,100,0,0,0,0,0,9/17/2002,9/23/2002,1,100,0,0,0,0,0,100,0,None,9/17/2002
20020910,48265,Kerr County,TX,100,0,0,0,0,0,9/10/2002,9/16/2002,1,100,0,0,0,0,0,100,0,None,9/10/2002
20020903,48265,Kerr County,TX,97.38,2.62,0,0,0,0,9/3/2002,9/9/2002,1,97.38,2.62,0,0,0,0,100,0,None,9/3/2002
20020827,48265,Kerr County,TX,100,0,0,0,0,0,8/27/2002,9/2/2002,1,100,0,0,0,0,0,100,0,None,8/27/2002
20020820,48265,Kerr County,TX,100,0,0,0,0,0,8/20/2002,8/26/2002,1,100,0,0,0,0,0,100,0,None,8/20/2002
20020813,48265,Kerr County,TX,100,0,0,0,0,0,8/13/2002,8/19/2002,1,100,0,0,0,0,0,100,0,None,8/13/2002
20020806,48265,Kerr County,TX,100,0,0,0,0,0,8/6/2002,8/12/2002,1,100,0,0,0,0,0,100,0,None,8/6/2002
20020730,48265,Kerr County,TX,100,0,0,0,0,0,7/30/2002,8/5/2002,1,100,0,0,0,0,0,100,0,None,7/30/2002
20020723,48265,Kerr County,TX,100,0,0,0,0,0,7/23/2002,7/29/2002,1,100,0,0,0,0,0,100,0,None,7/23/2002
20020716,48265,Kerr County,TX,100,0,0,0,0,0,7/16/2002,7/22/2002,1,100,0,0,0,0,0,100,0,None,7/16/2002
20020709,48265,Kerr County,TX,100,0,0,0,0,0,7/9/2002,7/15/2002,1,100,0,0,0,0,0,100,0,None,7/9/2002
20020702,48265,Kerr County,TX,29.57,70.43,17.37,0,0,0,7/2/2002,7/8/2002,1,29.57,53.06,17.37,0,0,0,100,1,D0,7/2/2002
20020625,48265,Kerr County,TX,0,100,100,0,0,0,6/25/2002,7/1/2002,1,0,0,100,0,0,0,100,2,D1,6/25/2002
20020618,48265,Kerr County,TX,0,100,100,0,0,0,6/18/2002,6/24/2002,1,0,0,100,0,0,0,100,2,D1,6/18/2002
20020611,48265,Kerr County,TX,0,100,100,0,0,0,6/11/2002,6/17/2002,1,0,0,100,0,0,0,100,2,D1,6/11/2002
20020604,48265,Kerr County,TX,0,100,100,0,0,0,6/4/2002,6/10/2002,1,0,0,100,0,0,0,100,2,D1,6/4/2002
20020528,48265,Kerr County,TX,0,100,100,0,0,0,5/28/2002,6/3/2002,1,0,0,100,0,0,0,100,2,D1,5/28/2002
20020521,48265,Kerr County,TX,0,100,100,0,0,0,5/21/2002,5/27/2002,1,0,0,100,0,0,0,100,2,D1,5/21/2002
20020514,48265,Kerr County,TX,0,100,100,0,0,0,5/14/2002,5/20/2002,1,0,0,100,0,0,0,100,2,D1,5/14/2002
20020507,48265,Kerr County,TX,0,100,0,0,0,0,5/7/2002,5/13/2002,1,0,100,0,0,0,0,100,1,D0,5/7/2002
20020430,48265,Kerr County,TX,0,100,0,0,0,0,4/30/2002,5/6/2002,1,0,100,0,0,0,0,100,1,D0,4/30/2002
20020423,48265,Kerr County,TX,0,100,0,0,0,0,4/23/2002,4/29/2002,1,0,100,0,0,0,0,100,1,D0,4/23/2002
20020416,48265,Kerr County,TX,100,0,0,0,0,0,4/16/2002,4/22/2002,1,100,0,0,0,0,0,100,0,None,4/16/2002
20020409,48265,Kerr County,TX,55.98,44.02,0,0,0,0,4/9/2002,4/15/2002,1,55.98,44.02,0,0,0,0,100,0,None,4/9/2002
20020402,48265,Kerr County,TX,0,100,81.54,0,0,0,4/2/2002,4/8/2002,1,0,18.46,81.54,0,0,0,100,2,D1,4/2/2002
20020326,48265,Kerr County,TX,0,100,0,0,0,0,3/26/2002,4/1/2002,1,0,100,0,0,0,0,100,1,D0,3/26/2002
20020319,48265,Kerr County,TX,0,100,0,0,0,0,3/19/2002,3/25/2002,1,0,100,0,0,0,0,100,1,D0,3/19/2002
20020312,48265,Kerr County,TX,0,100,0,0,0,0,3/12/2002,3/18/2002,1,0,100,0,0,0,0,100,1,D0,3/12/2002
20020305,48265,Kerr County,TX,7.01,92.99,0,0,0,0,3/5/2002,3/11/2002,1,7.01,92.99,0,0,0,0,100,1,D0,3/5/2002
20020226,48265,Kerr County,TX,100,0,0,0,0,0,2/26/2002,3/4/2002,1,100,0,0,0,0,0,100,0,None,2/26/2002
20020219,48265,Kerr County,TX,100,0,0,0,0,0,2/19/2002,2/25/2002,1,100,0,0,0,0,0,100,0,None,2/19/2002
20020212,48265,Kerr County,TX,100,0,0,0,0,0,2/12/2002,2/18/2002,1,100,0,0,0,0,0,100,0,None,2/12/2002
20020205,48265,Kerr County,TX,100,0,0,0,0,0,2/5/2002,2/11/2002,1,100,0,0,0,0,0,100,0,None,2/5/2002
20020129,48265,Kerr County,TX,100,0,0,0,0,0,1/29/2002,2/4/2002,1,100,0,0,0,0,0,100,0,None,1/29/2002
20020122,48265,Kerr County,TX,100,0,0,0,0,0,1/22/2002,1/28/2002,1,100,0,0,0,0,0,100,0,None,1/22/2002
20020115,48265,Kerr County,TX,100,0,0,0,0,0,1/15/2002,1/21/2002,1,100,0,0,0,0,0,100,0,None,1/15/2002
20020108,48265,Kerr County,TX,100,0,0,0,0,0,1/8/2002,1/14/2002,1,100,0,0,0,0,0,100,0,None,1/8/2002
20020101,48265,Kerr County,TX,100,0,0,0,0,0,1/1/2002,1/7/2002,1,100,0,0,0,0,0,100,0,None,1/1/2002
20011225,48265,Kerr County,TX,100,0,0,0,0,0,12/25/2001,12/31/2001,1,100,0,0,0,0,0,100,0,None,12/25/2001
20011218,48265,Kerr County,TX,100,0,0,0,0,0,12/18/2001,12/24/2001,1,100,0,0,0,0,0,100,0,None,12/18/2001
20011211,48265,Kerr County,TX,100,0,0,0,0,0,12/11/2001,12/17/2001,1,100,0,0,0,0,0,100,0,None,12/11/2001
20011204,48265,Kerr County,TX,100,0,0,0,0,0,12/4/2001,12/10/2001,1,100,0,0,0,0,0,100,0,None,12/4/2001
20011127,48265,Kerr County,TX,100,0,0,0,0,0,11/27/2001,12/3/2001,1,100,0,0,0,0,0,100,0,None,11/27/2001
20011120,48265,Kerr County,TX,100,0,0,0,0,0,11/20/2001,11/26/2001,1,100,0,0,0,0,0,100,0,None,11/20/2001
20011113,48265,Kerr County,TX,31.8,68.2,0,0,0,0,11/13/2001,11/19/2001,1,31.8,68.2,0,0,0,0,100,1,D0,11/13/2001
20011106,48265,Kerr County,TX,31.8,68.2,0,0,0,0,11/6/2001,11/12/2001,1,31.8,68.2,0,0,0,0,100,1,D0,11/6/2001
20011030,48265,Kerr County,TX,31.8,68.2,0,0,0,0,10/30/2001,11/5/2001,1,31.8,68.2,0,0,0,0,100,1,D0,10/30/2001
20011023,48265,Kerr County,TX,55.72,44.28,0,0,0,0,10/23/2001,10/29/2001,1,55.72,44.28,0,0,0,0,100,0,None,10/23/2001
20011016,48265,Kerr County,TX,85.75,14.25,0,0,0,0,10/16/2001,10/22/2001,1,85.75,14.25,0,0,0,0,100,0,None,10/16/2001
20011009,48265,Kerr County,TX,100,0,0,0,0,0,10/9/2001,10/15/2001,1,100,0,0,0,0,0,100,0,None,10/9/2001
20011002,48265,Kerr County,TX,100,0,0,0,0,0,10/2/2001,10/8/2001,1,100,0,0,0,0,0,100,0,None,10/2/2001
20010925,48265,Kerr County,TX,100,0,0,0,0,0,9/25/2001,10/1/2001,1,100,0,0,0,0,0,100,0,None,9/25/2001
20010918,48265,Kerr County,TX,63.16,36.84,0,0,0,0,9/18/2001,9/24/2001,1,63.16,36.84,0,0,0,0,100,0,None,9/18/2001
20010911,48265,Kerr County,TX,45.23,54.77,0,0,0,0,9/11/2001,9/17/2001,1,45.23,54.77,0,0,0,0,100,1,D0,9/11/2001
20010904,48265,Kerr County,TX,0,100,0,0,0,0,9/4/2001,9/10/2001,1,0,100,0,0,0,0,100,1,D0,9/4/2001
20010828,48265,Kerr County,TX,0,100,17.87,0,0,0,8/28/2001,9/3/2001,1,0,82.13,17.87,0,0,0,100,1,D0,8/28/2001
20010821,48265,Kerr County,TX,0,100,100,0,0,0,8/21/2001,8/27/2001,1,0,0,100,0,0,0,100,2,D1,8/21/2001
20010814,48265,Kerr County,TX,0,100,100,0,0,0,8/14/2001,8/20/2001,1,0,0,100,0,0,0,100,2,D1,8/14/2001
20010807,48265,Kerr County,TX,0,100,100,0,0,0,8/7/2001,8/13/2001,1,0,0,100,0,0,0,100,2,D1,8/7/2001
20010731,48265,Kerr County,TX,0,100,100,0,0,0,7/31/2001,8/6/2001,1,0,0,100,0,0,0,100,2,D1,7/31/2001
20010724,48265,Kerr County,TX,0,100,95.92,0,0,0,7/24/2001,7/30/2001,1,0,4.08,95.92,0,0,0,100,2,D1,7/24/2001
20010717,48265,Kerr County,TX,0,100,0,0,0,0,7/17/2001,7/23/2001,1,0,100,0,0,0,0,100,1,D0,7/17/2001
20010710,48265,Kerr County,TX,0,100,0,0,0,0,7/10/2001,7/16/2001,1,0,100,0,0,0,0,100,1,D0,7/10/2001
20010703,48265,Kerr County,TX,0,100,0,0,0,0,7/3/2001,7/9/2001,1,0,100,0,0,0,0,100,1,D0,7/3/2001
20010626,48265,Kerr County,TX,0,100,0,0,0,0,6/26/2001,7/2/2001,1,0,100,0,0,0,0,100,1,D0,6/26/2001
20010619,48265,Kerr County,TX,100,0,0,0,0,0,6/19/2001,6/25/2001,1,100,0,0,0,0,0,100,0,None,6/19/2001
20010612,48265,Kerr County,TX,100,0,0,0,0,0,6/12/2001,6/18/2001,1,100,0,0,0,0,0,100,0,None,6/12/2001
20010605,48265,Kerr County,TX,100,0,0,0,0,0,6/5/2001,6/11/2001,1,100,0,0,0,0,0,100,0,None,6/5/2001
20010529,48265,Kerr County,TX,100,0,0,0,0,0,5/29/2001,6/4/2001,1,100,0,0,0,0,0,100,0,None,5/29/2001
20010522,48265,Kerr County,TX,100,0,0,0,0,0,5/22/2001,5/28/2001,1,100,0,0,0,0,0,100,0,None,5/22/2001
20010515,48265,Kerr County,TX,100,0,0,0,0,0,5/15/2001,5/21/2001,1,100,0,0,0,0,0,100,0,None,5/15/2001
20010508,48265,Kerr County,TX,100,0,0,0,0,0,5/8/2001,5/14/2001,1,100,0,0,0,0,0,100,0,None,5/8/2001
20010501,48265,Kerr County,TX,100,0,0,0,0,0,5/1/2001,5/7/2001,1,100,0,0,0,0,0,100,0,None,5/1/2001
20010424,48265,Kerr County,TX,100,0,0,0,0,0,4/24/2001,4/30/2001,1,100,0,0,0,0,0,100,0,None,4/24/2001
20010417,48265,Kerr County,TX,100,0,0,0,0,0,4/17/2001,4/23/2001,1,100,0,0,0,0,0,100,0,None,4/17/2001
20010410,48265,Kerr County,TX,100,0,0,0,0,0,4/10/2001,4/16/2001,1,100,0,0,0,0,0,100,0,None,4/10/2001
20010403,48265,Kerr County,TX,100,0,0,0,0,0,4/3/2001,4/9/2001,1,100,0,0,0,0,0,100,0,None,4/3/2001
20010327,48265,Kerr County,TX,100,0,0,0,0,0,3/27/2001,4/2/2001,1,100,0,0,0,0,0,100,0,None,3/27/2001
20010320,48265,Kerr County,TX,100,0,0,0,0,0,3/20/2001,3/26/2001,1,100,0,0,0,0,0,100,0,None,3/20/2001
20010313,48265,Kerr County,TX,100,0,0,0,0,0,3/13/2001,3/19/2001,1,100,0,0,0,0,0,100,0,None,3/13/2001
20010306,48265,Kerr County,TX,100,0,0,0,0,0,3/6/2001,3/12/2001,1,100,0,0,0,0,0,100,0,None,3/6/2001
20010227,48265,Kerr County,TX,100,0,0,0,0,0,2/27/2001,3/5/2001,1,100,0,0,0,0,0,100,0,None,2/27/2001
20010220,48265,Kerr County,TX,100,0,0,0,0,0,2/20/2001,2/26/2001,1,100,0,0,0,0,0,100,0,None,2/20/2001
20010213,48265,Kerr County,TX,100,0,0,0,0,0,2/13/2001,2/19/2001,1,100,0,0,0,0,0,100,0,None,2/13/2001
20010206,48265,Kerr County,TX,100,0,0,0,0,0,2/6/2001,2/12/2001,1,100,0,0,0,0,0,100,0,None,2/6/2001
20010130,48265,Kerr County,TX,100,0,0,0,0,0,1/30/2001,2/5/2001,1,100,0,0,0,0,0,100,0,None,1/30/2001
20010123,48265,Kerr County,TX,100,0,0,0,0,0,1/23/2001,1/29/2001,1,100,0,0,0,0,0,100,0,None,1/23/2001
20010116,48265,Kerr County,TX,100,0,0,0,0,0,1/16/2001,1/22/2001,1,100,0,0,0,0,0,100,0,None,1/16/2001
20010109,48265,Kerr County,TX,100,0,0,0,0,0,1/9/2001,1/15/2001,1,100,0,0,0,0,0,100,0,None,1/9/2001
20010102,48265,Kerr County,TX,100,0,0,0,0,0,1/2/2001,1/8/2001,1,100,0,0,0,0,0,100,0,None,1/2/2001
20001226,48265,Kerr County,TX,100,0,0,0,0,0,12/26/2000,1/1/2001,1,100,0,0,0,0,0,100,0,None,12/26/2000
20001219,48265,Kerr County,TX,100,0,0,0,0,0,12/19/2000,12/25/2000,1,100,0,0,0,0,0,100,0,None,12/19/2000
20001212,48265,Kerr County,TX,100,0,0,0,0,0,12/12/2000,12/18/2000,1,100,0,0,0,0,0,100,0,None,12/12/2000
20001205,48265,Kerr County,TX,100,0,0,0,0,0,12/5/2000,12/11/2000,1,100,0,0,0,0,0,100,0,None,12/5/2000
20001128,48265,Kerr County,TX,100,0,0,0,0,0,11/28/2000,12/4/2000,1,100,0,0,0,0,0,100,0,None,11/28/2000
20001121,48265,Kerr County,TX,100,0,0,0,0,0,11/21/2000,11/27/2000,1,100,0,0,0,0,0,100,0,None,11/21/2000
20001114,48265,Kerr County,TX,100,0,0,0,0,0,11/14/2000,11/20/2000,1,100,0,0,0,0,0,100,0,None,11/14/2000
20001107,48265,Kerr County,TX,100,0,0,0,0,0,11/7/2000,11/13/2000,1,100,0,0,0,0,0,100,0,None,11/7/2000
20001031,48265,Kerr County,TX,0,100,100,0,0,0,10/31/2000,11/6/2000,1,0,0,100,0,0,0,100,2,D1,10/31/2000
20001024,48265,Kerr County,TX,0,100,100,0,0,0,10/24/2000,10/30/2000,1,0,0,100,0,0,0,100,2,D1,10/24/2000
20001017,48265,Kerr County,TX,0,100,100,24.1,0,0,10/17/2000,10/23/2000,1,0,0,75.9,24.1,0,0,100,2,D1,10/17/2000
20001010,48265,Kerr County,TX,0,100,100,100,0,0,10/10/2000,10/16/2000,1,0,0,0,100,0,0,100,3,D2,10/10/2000
20001003,48265,Kerr County,TX,0,100,100,100,65.71,0,10/3/2000,10/9/2000,1,0,0,0,34.29,65.71,0,100,4,D3,10/3/2000
20000926,48265,Kerr County,TX,0,100,100,100,65.71,0,9/26/2000,10/2/2000,1,0,0,0,34.29,65.71,0,100,4,D3,9/26/2000
20000919,48265,Kerr County,TX,0,100,100,100,100,0,9/19/2000,9/25/2000,1,0,0,0,0,100,0,100,4,D3,9/19/2000
20000912,48265,Kerr County,TX,0,100,100,100,100,0,9/12/2000,9/18/2000,1,0,0,0,0,100,0,100,4,D3,9/12/2000
20000905,48265,Kerr County,TX,0,100,100,100,100,0,9/5/2000,9/11/2000,1,0,0,0,0,100,0,100,4,D3,9/5/2000
20000829,48265,Kerr County,TX,0,100,100,100,5.96,0,8/29/2000,9/4/2000,1,0,0,0,94.04,5.96,0,100,3,D2,8/29/2000
20000822,48265,Kerr County,TX,0,100,100,100,0,0,8/22/2000,8/28/2000,1,0,0,0,100,0,0,100,3,D2,8/22/2000
20000815,48265,Kerr County,TX,0,100,100,100,0,0,8/15/2000,8/21/2000,1,0,0,0,100,0,0,100,3,D2,8/15/2000
20000808,48265,Kerr County,TX,0,100,100,61.3,0,0,8/8/2000,8/14/2000,1,0,0,38.7,61.3,0,0,100,3,D2,8/8/2000
