"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-08",,,"0.15",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-10",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-11",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-12",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-15",,,"0.05",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-16",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-17",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-18",,,"0.06",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-19",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-20",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-21",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-22",,,"0.04",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-23",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-24",,,"0.12",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-25",,,"0.01",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-26",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-27",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-28",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-29",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-30",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-01-31",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-01",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-02",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-03",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-04",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-05",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-07",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-10",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-11",,,"0.01",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-12",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-15",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-16",,,"0.12",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-17",,,"0.14",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-18",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-19",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-20",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-21",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-22",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-23",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-24",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-25",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-26",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-27",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-28",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-02-29",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-01",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-02",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-03",,,"0.08",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-04",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-05",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-07",,,"0.51",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-10",,,"0.10",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-11",,,"0.33",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-12",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-15",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-16",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-17",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-18",,,"1.65",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-19",,,"0.28",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-20",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-21",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-22",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-23",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-24",,,"0.01",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-25",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-26",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-27",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-28",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-29",,,"0.03",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-30",,,"0.05",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-03-31",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-01",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-02",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-03",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-04",,,"0.24",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-05",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-07",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-10",,,"0.09",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-11",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-15",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-16",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-17",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-18",,,"0.59",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-19",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-20",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-21",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-22",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-23",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-24",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-25",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-26",,,"0.51",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-27",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-28",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-29",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-04-30",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-01",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-02",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-03",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-05",,,"0.16",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-07",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-10",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-11",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-12",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2008-05-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-12",,,"0.18",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-15",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-17",,,"0.29",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-18",,,"0.25",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-24",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-26",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-27",,,"0.46",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-28",,,"1.34",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-29",,,"0.05",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-04-30",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-03",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-05",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-07",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-10",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-12",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-15",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-16",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-17",,,"1.29",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-18",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-19",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-20",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-21",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-22",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-23",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-24",,,"0.32",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-25",,,"0.01",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-26",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-27",,,"0.04",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-28",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-29",,,"0.97",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-30",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-05-31",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-01",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-02",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-03",,,"1.29",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-04",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-05",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-07",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-10",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-11",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-12",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-13",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-14",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-15",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-16",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-17",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-18",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-23","0.00",",,N",,,,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-24",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-25",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-26",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-27",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-28",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-06-29",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-01",,,"0.16",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-02",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-03",,,"0.02",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-04",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-05",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-06",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-07",,,"0.55",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-08",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-09",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-10",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-11",,,"0.00",",,N",,,,,,
"US1TXKR0020","KERRVILLE 1.1 SSW, TX US","30.026073","-99.140974","531.6","2009-07-12",,,"0.00",",,N",,,,,,
