MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20040203,48265,Kerr County,TX,100,0,0,0,0,0,02-03-04,02-09-04,1
20040127,48265,Kerr County,TX,100,0,0,0,0,0,01-27-04,02-02-04,1
20040120,48265,Kerr County,TX,100,0,0,0,0,0,01-20-04,01-26-04,1
20040113,48265,Kerr County,TX,0,100,0,0,0,0,01-13-04,01-19-04,1
20040106,48265,Kerr County,TX,0,100,0,0,0,0,01-06-04,01-12-04,1
20031230,48265,Kerr County,TX,0,100,0,0,0,0,12-30-03,01-05-04,1
20031223,48265,Kerr County,TX,84.17,15.83,0,0,0,0,12-23-03,12-29-03,1
20031216,48265,Kerr County,TX,100,0,0,0,0,0,12-16-03,12-22-03,1
20031209,48265,Kerr County,TX,100,0,0,0,0,0,12-09-03,12-15-03,1
20031202,48265,Kerr County,TX,100,0,0,0,0,0,12-02-03,12-08-03,1
20031125,48265,Kerr County,TX,100,0,0,0,0,0,11-25-03,12-01-03,1
20031118,48265,Kerr County,TX,100,0,0,0,0,0,11-18-03,11-24-03,1
20031111,48265,Kerr County,TX,100,0,0,0,0,0,11-11-03,11-17-03,1
20031104,48265,Kerr County,TX,100,0,0,0,0,0,11-04-03,11-10-03,1
20031028,48265,Kerr County,TX,100,0,0,0,0,0,10-28-03,11-03-03,1
20031021,48265,Kerr County,TX,100,0,0,0,0,0,10-21-03,10-27-03,1
20031014,48265,Kerr County,TX,100,0,0,0,0,0,10-14-03,10-20-03,1
20031007,48265,Kerr County,TX,100,0,0,0,0,0,10-07-03,10-13-03,1
20030930,48265,Kerr County,TX,100,0,0,0,0,0,09-30-03,10-06-03,1
20030923,48265,Kerr County,TX,100,0,0,0,0,0,09-23-03,09-29-03,1
20030916,48265,Kerr County,TX,100,0,0,0,0,0,09-16-03,09-22-03,1
20030909,48265,Kerr County,TX,85.44,14.56,0,0,0,0,09-09-03,09-15-03,1
20030902,48265,Kerr County,TX,83.3,16.7,0,0,0,0,09-02-03,09-08-03,1
20030826,48265,Kerr County,TX,38.83,61.17,0,0,0,0,08-26-03,09-01-03,1
20030819,48265,Kerr County,TX,28.89,71.11,0,0,0,0,08-19-03,08-25-03,1
20030812,48265,Kerr County,TX,13.05,86.95,0,0,0,0,08-12-03,08-18-03,1
20030805,48265,Kerr County,TX,72.22,27.78,0,0,0,0,08-05-03,08-11-03,1
20030729,48265,Kerr County,TX,100,0,0,0,0,0,07-29-03,08-04-03,1
20030722,48265,Kerr County,TX,100,0,0,0,0,0,07-22-03,07-28-03,1
20030715,48265,Kerr County,TX,100,0,0,0,0,0,07-15-03,07-21-03,1
20030708,48265,Kerr County,TX,97.28,2.72,0,0,0,0,07-08-03,07-14-03,1
20030701,48265,Kerr County,TX,0,100,16.4,0,0,0,07-01-03,07-07-03,1
20030624,48265,Kerr County,TX,0,100,7.58,0,0,0,06-24-03,06-30-03,1
20030617,48265,Kerr County,TX,0,100,12.68,0,0,0,06-17-03,06-23-03,1
20030610,48265,Kerr County,TX,0,100,100,100,0,0,06-10-03,06-16-03,1
20030603,48265,Kerr County,TX,0,100,100,100,0,0,06-03-03,06-09-03,1
20030527,48265,Kerr County,TX,0,100,100,100,0,0,05-27-03,06-02-03,1
20030520,48265,Kerr County,TX,0,100,100,100,0,0,05-20-03,05-26-03,1
20030513,48265,Kerr County,TX,0,100,100,0,0,0,05-13-03,05-19-03,1
20030506,48265,Kerr County,TX,0,100,0,0,0,0,05-06-03,05-12-03,1
20030429,48265,Kerr County,TX,0,100,0,0,0,0,04-29-03,05-05-03,1
20030422,48265,Kerr County,TX,100,0,0,0,0,0,04-22-03,04-28-03,1
20030415,48265,Kerr County,TX,100,0,0,0,0,0,04-15-03,04-21-03,1
20030408,48265,Kerr County,TX,100,0,0,0,0,0,04-08-03,04-14-03,1
20030401,48265,Kerr County,TX,100,0,0,0,0,0,04-01-03,04-07-03,1
20030325,48265,Kerr County,TX,100,0,0,0,0,0,03-25-03,03-31-03,1
20030318,48265,Kerr County,TX,100,0,0,0,0,0,03-18-03,03-24-03,1
20030311,48265,Kerr County,TX,100,0,0,0,0,0,03-11-03,03-17-03,1
20030304,48265,Kerr County,TX,100,0,0,0,0,0,03-04-03,03-10-03,1
20030225,48265,Kerr County,TX,100,0,0,0,0,0,02-25-03,03-03-03,1
20030218,48265,Kerr County,TX,100,0,0,0,0,0,02-18-03,02-24-03,1
20030211,48265,Kerr County,TX,100,0,0,0,0,0,02-11-03,02-17-03,1
20030204,48265,Kerr County,TX,100,0,0,0,0,0,02-04-03,02-10-03,1
20030128,48265,Kerr County,TX,100,0,0,0,0,0,01-28-03,02-03-03,1
20030121,48265,Kerr County,TX,100,0,0,0,0,0,01-21-03,01-27-03,1
20030114,48265,Kerr County,TX,100,0,0,0,0,0,01-14-03,01-20-03,1
20030107,48265,Kerr County,TX,100,0,0,0,0,0,01-07-03,01-13-03,1
20021231,48265,Kerr County,TX,100,0,0,0,0,0,12-31-02,01-06-03,1
20021224,48265,Kerr County,TX,100,0,0,0,0,0,12-24-02,12-30-02,1
20021217,48265,Kerr County,TX,100,0,0,0,0,0,12-17-02,12-23-02,1
20021210,48265,Kerr County,TX,100,0,0,0,0,0,12-10-02,12-16-02,1
20021203,48265,Kerr County,TX,100,0,0,0,0,0,12-03-02,12-09-02,1
20021126,48265,Kerr County,TX,100,0,0,0,0,0,11-26-02,12-02-02,1
20021119,48265,Kerr County,TX,100,0,0,0,0,0,11-19-02,11-25-02,1
20021112,48265,Kerr County,TX,100,0,0,0,0,0,11-12-02,11-18-02,1
20021105,48265,Kerr County,TX,100,0,0,0,0,0,11-05-02,11-11-02,1
20021029,48265,Kerr County,TX,100,0,0,0,0,0,10-29-02,11-04-02,1
20021022,48265,Kerr County,TX,100,0,0,0,0,0,10-22-02,10-28-02,1
20021015,48265,Kerr County,TX,100,0,0,0,0,0,10-15-02,10-21-02,1
20021008,48265,Kerr County,TX,100,0,0,0,0,0,10-08-02,10-14-02,1
20021001,48265,Kerr County,TX,100,0,0,0,0,0,10-01-02,10-07-02,1
20020924,48265,Kerr County,TX,100,0,0,0,0,0,09-24-02,09-30-02,1
20020917,48265,Kerr County,TX,100,0,0,0,0,0,09-17-02,09-23-02,1
20020910,48265,Kerr County,TX,100,0,0,0,0,0,09-10-02,09-16-02,1
20020903,48265,Kerr County,TX,97.38,2.62,0,0,0,0,09-03-02,09-09-02,1
20020827,48265,Kerr County,TX,100,0,0,0,0,0,08-27-02,09-02-02,1
20020820,48265,Kerr County,TX,100,0,0,0,0,0,08-20-02,08-26-02,1
20020813,48265,Kerr County,TX,100,0,0,0,0,0,08-13-02,08-19-02,1
20020806,48265,Kerr County,TX,100,0,0,0,0,0,08-06-02,08-12-02,1
20020730,48265,Kerr County,TX,100,0,0,0,0,0,07-30-02,08-05-02,1
20020723,48265,Kerr County,TX,100,0,0,0,0,0,07-23-02,07-29-02,1
20020716,48265,Kerr County,TX,100,0,0,0,0,0,07-16-02,07-22-02,1
20020709,48265,Kerr County,TX,100,0,0,0,0,0,07-09-02,07-15-02,1
20020702,48265,Kerr County,TX,29.57,70.43,17.37,0,0,0,07-02-02,07-08-02,1
20020625,48265,Kerr County,TX,0,100,100,0,0,0,06-25-02,07-01-02,1
20020618,48265,Kerr County,TX,0,100,100,0,0,0,06-18-02,06-24-02,1
20020611,48265,Kerr County,TX,0,100,100,0,0,0,06-11-02,06-17-02,1
20020604,48265,Kerr County,TX,0,100,100,0,0,0,06-04-02,06-10-02,1
20020528,48265,Kerr County,TX,0,100,100,0,0,0,05-28-02,06-03-02,1
20020521,48265,Kerr County,TX,0,100,100,0,0,0,05-21-02,05-27-02,1
20020514,48265,Kerr County,TX,0,100,100,0,0,0,05-14-02,05-20-02,1
20020507,48265,Kerr County,TX,0,100,0,0,0,0,05-07-02,05-13-02,1
20020430,48265,Kerr County,TX,0,100,0,0,0,0,04-30-02,05-06-02,1
20020423,48265,Kerr County,TX,0,100,0,0,0,0,04-23-02,04-29-02,1
20020416,48265,Kerr County,TX,100,0,0,0,0,0,04-16-02,04-22-02,1
20020409,48265,Kerr County,TX,55.98,44.02,0,0,0,0,04-09-02,04-15-02,1
20020402,48265,Kerr County,TX,0,100,81.54,0,0,0,04-02-02,04-08-02,1
20020326,48265,Kerr County,TX,0,100,0,0,0,0,03-26-02,04-01-02,1
20020319,48265,Kerr County,TX,0,100,0,0,0,0,03-19-02,03-25-02,1
20020312,48265,Kerr County,TX,0,100,0,0,0,0,03-12-02,03-18-02,1
20020305,48265,Kerr County,TX,7.01,92.99,0,0,0,0,03-05-02,03-11-02,1
20020226,48265,Kerr County,TX,100,0,0,0,0,0,02-26-02,03-04-02,1
20020219,48265,Kerr County,TX,100,0,0,0,0,0,02-19-02,02-25-02,1
20020212,48265,Kerr County,TX,100,0,0,0,0,0,02-12-02,02-18-02,1
20020205,48265,Kerr County,TX,100,0,0,0,0,0,02-05-02,02-11-02,1
20020129,48265,Kerr County,TX,100,0,0,0,0,0,01-29-02,02-04-02,1
20020122,48265,Kerr County,TX,100,0,0,0,0,0,01-22-02,01-28-02,1
20020115,48265,Kerr County,TX,100,0,0,0,0,0,01-15-02,01-21-02,1
20020108,48265,Kerr County,TX,100,0,0,0,0,0,01-08-02,01-14-02,1
20020101,48265,Kerr County,TX,100,0,0,0,0,0,01-01-02,01-07-02,1
20011225,48265,Kerr County,TX,100,0,0,0,0,0,12-25-01,12-31-01,1
20011218,48265,Kerr County,TX,100,0,0,0,0,0,12-18-01,12-24-01,1
20011211,48265,Kerr County,TX,100,0,0,0,0,0,12-11-01,12-17-01,1
20011204,48265,Kerr County,TX,100,0,0,0,0,0,12-04-01,12-10-01,1
20011127,48265,Kerr County,TX,100,0,0,0,0,0,11-27-01,12-03-01,1
20011120,48265,Kerr County,TX,100,0,0,0,0,0,11-20-01,11-26-01,1
20011113,48265,Kerr County,TX,31.8,68.2,0,0,0,0,11-13-01,11-19-01,1
20011106,48265,Kerr County,TX,31.8,68.2,0,0,0,0,11-06-01,11-12-01,1
20011030,48265,Kerr County,TX,31.8,68.2,0,0,0,0,10-30-01,11-05-01,1
20011023,48265,Kerr County,TX,55.72,44.28,0,0,0,0,10-23-01,10-29-01,1
20011016,48265,Kerr County,TX,85.75,14.25,0,0,0,0,10-16-01,10-22-01,1
20011009,48265,Kerr County,TX,100,0,0,0,0,0,10-09-01,10-15-01,1
20011002,48265,Kerr County,TX,100,0,0,0,0,0,10-02-01,10-08-01,1
20010925,48265,Kerr County,TX,100,0,0,0,0,0,09-25-01,10-01-01,1
20010918,48265,Kerr County,TX,63.16,36.84,0,0,0,0,09-18-01,09-24-01,1
20010911,48265,Kerr County,TX,45.23,54.77,0,0,0,0,09-11-01,09-17-01,1
20010904,48265,Kerr County,TX,0,100,0,0,0,0,09-04-01,09-10-01,1
20010828,48265,Kerr County,TX,0,100,17.87,0,0,0,08-28-01,09-03-01,1
20010821,48265,Kerr County,TX,0,100,100,0,0,0,08-21-01,08-27-01,1
20010814,48265,Kerr County,TX,0,100,100,0,0,0,08-14-01,08-20-01,1
20010807,48265,Kerr County,TX,0,100,100,0,0,0,08-07-01,08-13-01,1
20010731,48265,Kerr County,TX,0,100,100,0,0,0,07-31-01,08-06-01,1
20010724,48265,Kerr County,TX,0,100,95.92,0,0,0,07-24-01,07-30-01,1
20010717,48265,Kerr County,TX,0,100,0,0,0,0,07-17-01,07-23-01,1
20010710,48265,Kerr County,TX,0,100,0,0,0,0,07-10-01,07-16-01,1
20010703,48265,Kerr County,TX,0,100,0,0,0,0,07-03-01,07-09-01,1
20010626,48265,Kerr County,TX,0,100,0,0,0,0,06-26-01,07-02-01,1
20010619,48265,Kerr County,TX,100,0,0,0,0,0,06-19-01,06-25-01,1
20010612,48265,Kerr County,TX,100,0,0,0,0,0,06-12-01,06-18-01,1
20010605,48265,Kerr County,TX,100,0,0,0,0,0,06-05-01,06-11-01,1
20010529,48265,Kerr County,TX,100,0,0,0,0,0,05-29-01,06-04-01,1
20010522,48265,Kerr County,TX,100,0,0,0,0,0,05-22-01,05-28-01,1
20010515,48265,Kerr County,TX,100,0,0,0,0,0,05-15-01,05-21-01,1
20010508,48265,Kerr County,TX,100,0,0,0,0,0,05-08-01,05-14-01,1
20010501,48265,Kerr County,TX,100,0,0,0,0,0,05-01-01,05-07-01,1
20010424,48265,Kerr County,TX,100,0,0,0,0,0,04-24-01,04-30-01,1
20010417,48265,Kerr County,TX,100,0,0,0,0,0,04-17-01,04-23-01,1
20010410,48265,Kerr County,TX,100,0,0,0,0,0,04-10-01,04-16-01,1
20010403,48265,Kerr County,TX,100,0,0,0,0,0,04-03-01,04-09-01,1
20010327,48265,Kerr County,TX,100,0,0,0,0,0,03-27-01,04-02-01,1
20010320,48265,Kerr County,TX,100,0,0,0,0,0,03-20-01,03-26-01,1
20010313,48265,Kerr County,TX,100,0,0,0,0,0,03-13-01,03-19-01,1
20010306,48265,Kerr County,TX,100,0,0,0,0,0,03-06-01,03-12-01,1
20010227,48265,Kerr County,TX,100,0,0,0,0,0,02-27-01,03-05-01,1
20010220,48265,Kerr County,TX,100,0,0,0,0,0,02-20-01,02-26-01,1
20010213,48265,Kerr County,TX,100,0,0,0,0,0,02-13-01,02-19-01,1
20010206,48265,Kerr County,TX,100,0,0,0,0,0,02-06-01,02-12-01,1
20010130,48265,Kerr County,TX,100,0,0,0,0,0,01-30-01,02-05-01,1
20010123,48265,Kerr County,TX,100,0,0,0,0,0,01-23-01,01-29-01,1
20010116,48265,Kerr County,TX,100,0,0,0,0,0,01-16-01,01-22-01,1
20010109,48265,Kerr County,TX,100,0,0,0,0,0,01-09-01,01-15-01,1
20010102,48265,Kerr County,TX,100,0,0,0,0,0,01-02-01,01-08-01,1
20001226,48265,Kerr County,TX,100,0,0,0,0,0,12-26-00,01-01-01,1
20001219,48265,Kerr County,TX,100,0,0,0,0,0,12-19-00,12-25-00,1
20001212,48265,Kerr County,TX,100,0,0,0,0,0,12-12-00,12-18-00,1
20001205,48265,Kerr County,TX,100,0,0,0,0,0,12-05-00,12-11-00,1
20001128,48265,Kerr County,TX,100,0,0,0,0,0,11-28-00,12-04-00,1
20001121,48265,Kerr County,TX,100,0,0,0,0,0,11-21-00,11-27-00,1
20001114,48265,Kerr County,TX,100,0,0,0,0,0,11-14-00,11-20-00,1
20001107,48265,Kerr County,TX,100,0,0,0,0,0,11-07-00,11-13-00,1
20001031,48265,Kerr County,TX,0,100,100,0,0,0,10-31-00,11-06-00,1
20001024,48265,Kerr County,TX,0,100,100,0,0,0,10-24-00,10-30-00,1
20001017,48265,Kerr County,TX,0,100,100,24.1,0,0,10-17-00,10-23-00,1
20001010,48265,Kerr County,TX,0,100,100,100,0,0,10-10-00,10-16-00,1
20001003,48265,Kerr County,TX,0,100,100,100,65.71,0,10-03-00,10-09-00,1
20000926,48265,Kerr County,TX,0,100,100,100,65.71,0,09-26-00,10-02-00,1
20000919,48265,Kerr County,TX,0,100,100,100,100,0,09-19-00,09-25-00,1
20000912,48265,Kerr County,TX,0,100,100,100,100,0,09-12-00,09-18-00,1
20000905,48265,Kerr County,TX,0,100,100,100,100,0,09-05-00,09-11-00,1
20000829,48265,Kerr County,TX,0,100,100,100,5.96,0,08-29-00,09-04-00,1
20000822,48265,Kerr County,TX,0,100,100,100,0,0,08-22-00,08-28-00,1
20000815,48265,Kerr County,TX,0,100,100,100,0,0,08-15-00,08-21-00,1
20000808,48265,Kerr County,TX,0,100,100,61.3,0,0,08-08-00,08-14-00,1
20000801,48265,Kerr County,TX,0,100,100,0,0,0,08-01-00,08-07-00,1
20000725,48265,Kerr County,TX,0,100,62.64,0,0,0,07-25-00,07-31-00,1
20000718,48265,Kerr County,TX,0,100,35.98,0,0,0,07-18-00,07-24-00,1
20000711,48265,Kerr County,TX,0,100,0,0,0,0,07-11-00,07-17-00,1
20000704,48265,Kerr County,TX,0,100,0,0,0,0,07-04-00,07-10-00,1
20000627,48265,Kerr County,TX,0,100,48.75,0,0,0,06-27-00,07-03-00,1
20000620,48265,Kerr County,TX,13.27,86.73,45.6,0,0,0,06-20-00,06-26-00,1
20000613,48265,Kerr County,TX,11.92,88.08,45.6,0.04,0,0,06-13-00,06-19-00,1
20000606,48265,Kerr County,TX,1.52,98.48,45.6,0.04,0,0,06-06-00,06-12-00,1
20000530,48265,Kerr County,TX,0,100,100,100,0,0,05-30-00,06-05-00,1
20000523,48265,Kerr County,TX,0,100,100,100,0,0,05-23-00,05-29-00,1
20000516,48265,Kerr County,TX,0,100,100,100,0,0,05-16-00,05-22-00,1
20000509,48265,Kerr County,TX,0,100,100,100,0,0,05-09-00,05-15-00,1
20000502,48265,Kerr County,TX,0,100,100,100,0,0,05-02-00,05-08-00,1
20000425,48265,Kerr County,TX,0,100,100,100,0,0,04-25-00,05-01-00,1
20000418,48265,Kerr County,TX,0,100,100,100,0,0,04-18-00,04-24-00,1
20000411,48265,Kerr County,TX,0,100,100,100,0,0,04-11-00,04-17-00,1
20000404,48265,Kerr County,TX,0,100,100,100,0,0,04-04-00,04-10-00,1
20000328,48265,Kerr County,TX,0,100,100,100,0,0,03-28-00,04-03-00,1
20000321,48265,Kerr County,TX,0,100,100,100,0,0,03-21-00,03-27-00,1
20000314,48265,Kerr County,TX,0,100,100,100,0,0,03-14-00,03-20-00,1
20000307,48265,Kerr County,TX,0,100,100,100,0,0,03-07-00,03-13-00,1
20000229,48265,Kerr County,TX,0,100,100,100,0,0,02-29-00,03-06-00,1
20000222,48265,Kerr County,TX,0,100,100,100,0,0,02-22-00,02-28-00,1
20000215,48265,Kerr County,TX,0,100,100,100,0,0,02-15-00,02-21-00,1
20000208,48265,Kerr County,TX,0,100,100,100,0,0,02-08-00,02-14-00,1
20000201,48265,Kerr County,TX,0,100,100,100,0,0,02-01-00,02-07-00,1
20000125,48265,Kerr County,TX,0,100,100,100,0,0,01-25-00,01-31-00,1
20000118,48265,Kerr County,TX,0,100,100,100,0,0,01-18-00,01-24-00,1
20000111,48265,Kerr County,TX,0,100,100,100,0,0,01-11-00,01-17-00,1
20000104,48265,Kerr County,TX,0,100,100,100,0,0,01-04-00,01-10-00,1
,,,,,,,,,,,,, 
