MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20100309,48265,Kerr County,TX,100,0,0,0,0,0,03-09-10,03-15-10,1
20100302,48265,Kerr County,TX,100,0,0,0,0,0,03-02-10,03-08-10,1
20100223,48265,Kerr County,TX,100,0,0,0,0,0,02-23-10,03-01-10,1
20100216,48265,Kerr County,TX,100,0,0,0,0,0,02-16-10,02-22-10,1
20100209,48265,Kerr County,TX,100,0,0,0,0,0,02-09-10,02-15-10,1
20100202,48265,Kerr County,TX,86.24,13.76,0,0,0,0,02-02-10,02-08-10,1
20100126,48265,Kerr County,TX,49.65,50.35,13.23,0,0,0,01-26-10,02-01-10,1
20100119,48265,Kerr County,TX,49.65,50.35,14.14,0,0,0,01-19-10,01-25-10,1
20100112,48265,Kerr County,TX,49.65,50.35,14.14,0,0,0,01-12-10,01-18-10,1
20100105,48265,Kerr County,TX,49.65,50.35,14.14,0,0,0,01-05-10,01-11-10,1
20091229,48265,Kerr County,TX,49.65,50.35,14.14,0,0,0,12-29-09,01-04-10,1
20091222,48265,Kerr County,TX,49.65,50.35,14.14,0,0,0,12-22-09,12-28-09,1
20091215,48265,Kerr County,TX,49.65,50.35,14.14,0,0,0,12-15-09,12-21-09,1
20091208,48265,Kerr County,TX,49.65,50.35,27.41,13.36,0,0,12-08-09,12-14-09,1
20091201,48265,Kerr County,TX,33.94,66.06,27.41,13.36,0,0,12-01-09,12-07-09,1
20091124,48265,Kerr County,TX,33.94,66.06,27.63,13.83,1.91,0,11-24-09,11-30-09,1
20091117,48265,Kerr County,TX,22.53,77.47,54.97,14.42,1.91,0,11-17-09,11-23-09,1
20091110,48265,Kerr County,TX,22.53,77.47,54.97,14.42,1.91,0,11-10-09,11-16-09,1
20091103,48265,Kerr County,TX,22.53,77.47,54.97,14.42,1.91,0,11-03-09,11-09-09,1
20091027,48265,Kerr County,TX,22.09,77.91,54.97,14.42,1.91,0,10-27-09,11-02-09,1
20091020,48265,Kerr County,TX,3.75,96.25,81.57,58.3,1.91,0,10-20-09,10-26-09,1
20091013,48265,Kerr County,TX,3.75,96.25,81.57,58.3,1.91,0,10-13-09,10-19-09,1
20091006,48265,Kerr County,TX,3.75,96.25,81.57,58.3,1.91,0,10-06-09,10-12-09,1
20090929,48265,Kerr County,TX,0,100,99.81,89.02,37.5,0,09-29-09,10-05-09,1
20090922,48265,Kerr County,TX,0,100,100,89.02,45.98,0,09-22-09,09-28-09,1
20090915,48265,Kerr County,TX,0,100,100,100,45.98,0,09-15-09,09-21-09,1
20090908,48265,Kerr County,TX,0,100,100,85.08,60.73,8.44,09-08-09,09-14-09,1
20090901,48265,Kerr County,TX,0,100,100,85.08,60.73,8.44,09-01-09,09-07-09,1
20090825,48265,Kerr County,TX,0,100,100,85.08,60.73,8.44,08-25-09,08-31-09,1
20090818,48265,Kerr County,TX,0,100,100,85.08,60.73,8.44,08-18-09,08-24-09,1
20090811,48265,Kerr County,TX,0,100,100,99.96,83.36,59.69,08-11-09,08-17-09,1
20090804,48265,Kerr County,TX,0,100,100,99.96,83.36,59.69,08-04-09,08-10-09,1
20090728,48265,Kerr County,TX,0,100,100,100,83.29,60.08,07-28-09,08-03-09,1
20090721,48265,Kerr County,TX,0,100,100,94.69,58.92,24.94,07-21-09,07-27-09,1
20090714,48265,Kerr County,TX,0,100,100,94.69,58.92,24.94,07-14-09,07-20-09,1
20090707,48265,Kerr County,TX,0,100,100,94.69,58.92,10.13,07-07-09,07-13-09,1
20090630,48265,Kerr County,TX,0,100,100,100,87.94,10.13,06-30-09,07-06-09,1
20090623,48265,Kerr County,TX,0,100,100,99.46,57.31,0,06-23-09,06-29-09,1
20090616,48265,Kerr County,TX,0,100,100,100,57.31,0,06-16-09,06-22-09,1
20090609,48265,Kerr County,TX,0,100,100,100,57.31,0,06-09-09,06-15-09,1
20090602,48265,Kerr County,TX,0,100,100,100,57.31,0,06-02-09,06-08-09,1
20090526,48265,Kerr County,TX,0,100,100,100,57.31,0,05-26-09,06-01-09,1
20090519,48265,Kerr County,TX,0,100,100,100,93.12,29.87,05-19-09,05-25-09,1
20090512,48265,Kerr County,TX,0,100,100,100,93.01,7.4,05-12-09,05-18-09,1
20090505,48265,Kerr County,TX,0,100,100,100,93.01,0,05-05-09,05-11-09,1
20090428,48265,Kerr County,TX,0,100,100,100,93.01,0,04-28-09,05-04-09,1
20090421,48265,Kerr County,TX,0,100,100,100,99.93,9.98,04-21-09,04-27-09,1
20090414,48265,Kerr County,TX,0,100,100,100,100,9.98,04-14-09,04-20-09,1
20090407,48265,Kerr County,TX,0,100,100,100,100,9.98,04-07-09,04-13-09,1
20090331,48265,Kerr County,TX,0,100,100,100,100,9.98,03-31-09,04-06-09,1
20090324,48265,Kerr County,TX,0,100,100,100,100,9.98,03-24-09,03-30-09,1
20090317,48265,Kerr County,TX,0,100,100,100,99.82,9.98,03-17-09,03-23-09,1
20090310,48265,Kerr County,TX,0,100,100,100,100,97.78,03-10-09,03-16-09,1
20090303,48265,Kerr County,TX,0,100,100,100,100,97.78,03-03-09,03-09-09,1
20090224,48265,Kerr County,TX,0,100,100,100,100,97.78,02-24-09,03-02-09,1
20090217,48265,Kerr County,TX,0,100,100,100,100,97.78,02-17-09,02-23-09,1
20090210,48265,Kerr County,TX,0,100,100,100,100,97.78,02-10-09,02-16-09,1
20090203,48265,Kerr County,TX,0,100,100,100,100,82.28,02-03-09,02-09-09,1
20090127,48265,Kerr County,TX,0,100,100,100,100,35.01,01-27-09,02-02-09,1
20090120,48265,Kerr County,TX,0,100,100,100,100,35.01,01-20-09,01-26-09,1
20090113,48265,Kerr County,TX,0,100,100,100,100,35.01,01-13-09,01-19-09,1
20090106,48265,Kerr County,TX,0,100,100,100,100,35.01,01-06-09,01-12-09,1
20081230,48265,Kerr County,TX,0,100,100,100,100,35.01,12-30-08,01-05-09,1
20081223,48265,Kerr County,TX,0,100,100,100,100,35.01,12-23-08,12-29-08,1
20081216,48265,Kerr County,TX,0,100,100,100,100,35.01,12-16-08,12-22-08,1
20081209,48265,Kerr County,TX,0,100,100,100,73.43,11.69,12-09-08,12-15-08,1
20081202,48265,Kerr County,TX,0,100,100,100,73.43,0,12-02-08,12-08-08,1
20081125,48265,Kerr County,TX,0,100,100,100,73.43,0,11-25-08,12-01-08,1
20081118,48265,Kerr County,TX,0,100,100,100,24.95,0,11-18-08,11-24-08,1
20081111,48265,Kerr County,TX,0,100,100,100,24.95,0,11-11-08,11-17-08,1
20081104,48265,Kerr County,TX,0,100,100,100,24.95,0,11-04-08,11-10-08,1
20081028,48265,Kerr County,TX,0,100,100,100,19.43,0,10-28-08,11-03-08,1
20081021,48265,Kerr County,TX,0,100,100,100,0,0,10-21-08,10-27-08,1
20081014,48265,Kerr County,TX,0,100,100,100,0,0,10-14-08,10-20-08,1
20081007,48265,Kerr County,TX,0,100,100,100,0,0,10-07-08,10-13-08,1
20080930,48265,Kerr County,TX,0,100,100,100,0,0,09-30-08,10-06-08,1
20080923,48265,Kerr County,TX,0,100,100,100,0,0,09-23-08,09-29-08,1
20080916,48265,Kerr County,TX,0,100,100,91.51,0,0,09-16-08,09-22-08,1
20080909,48265,Kerr County,TX,0,100,100,91.51,0,0,09-09-08,09-15-08,1
20080902,48265,Kerr County,TX,0,100,100,91.51,0,0,09-02-08,09-08-08,1
20080826,48265,Kerr County,TX,0,100,100,91.51,0,0,08-26-08,09-01-08,1
20080819,48265,Kerr County,TX,0,100,100,100,0.73,0,08-19-08,08-25-08,1
20080812,48265,Kerr County,TX,0,100,100,100,100,2.64,08-12-08,08-18-08,1
20080805,48265,Kerr County,TX,0,100,100,100,100,2.65,08-05-08,08-11-08,1
20080729,48265,Kerr County,TX,0,100,100,100,100,2.65,07-29-08,08-04-08,1
20080722,48265,Kerr County,TX,0,100,100,100,100,2.7,07-22-08,07-28-08,1
20080715,48265,Kerr County,TX,0,100,100,100,100,0,07-15-08,07-21-08,1
20080708,48265,Kerr County,TX,0,100,100,100,100,0,07-08-08,07-14-08,1
20080701,48265,Kerr County,TX,0,100,100,100,47.94,0,07-01-08,07-07-08,1
20080624,48265,Kerr County,TX,0,100,100,97.78,28.69,0,06-24-08,06-30-08,1
20080617,48265,Kerr County,TX,0,100,100,100,50.94,0,06-17-08,06-23-08,1
20080610,48265,Kerr County,TX,0,100,100,44.29,0,0,06-10-08,06-16-08,1
20080603,48265,Kerr County,TX,0,100,100,2.31,0,0,06-03-08,06-09-08,1
20080527,48265,Kerr County,TX,0,100,100,2.15,0,0,05-27-08,06-02-08,1
20080520,48265,Kerr County,TX,0,100,92.64,0,0,0,05-20-08,05-26-08,1
20080513,48265,Kerr County,TX,0,100,100,88.32,0,0,05-13-08,05-19-08,1
20080506,48265,Kerr County,TX,0,100,100,88.32,0,0,05-06-08,05-12-08,1
20080429,48265,Kerr County,TX,0,100,100,87.57,0,0,04-29-08,05-05-08,1
20080422,48265,Kerr County,TX,0,100,100,87.57,0,0,04-22-08,04-28-08,1
20080415,48265,Kerr County,TX,0,100,100,87.57,0,0,04-15-08,04-21-08,1
20080408,48265,Kerr County,TX,0,100,100,87.57,0,0,04-08-08,04-14-08,1
20080401,48265,Kerr County,TX,0,100,100,86.83,0,0,04-01-08,04-07-08,1
20080325,48265,Kerr County,TX,0,100,100,86.83,0,0,03-25-08,03-31-08,1
20080318,48265,Kerr County,TX,0,100,100,100,0,0,03-18-08,03-24-08,1
20080311,48265,Kerr County,TX,0,100,100,100,0,0,03-11-08,03-17-08,1
20080304,48265,Kerr County,TX,0,100,100,100,0,0,03-04-08,03-10-08,1
20080226,48265,Kerr County,TX,0,100,100,100,0,0,02-26-08,03-03-08,1
20080219,48265,Kerr County,TX,0,100,100,100,0,0,02-19-08,02-25-08,1
20080212,48265,Kerr County,TX,0,100,100,100,0,0,02-12-08,02-18-08,1
20080205,48265,Kerr County,TX,0,100,100,1,0,0,02-05-08,02-11-08,1
20080129,48265,Kerr County,TX,0,100,100,0,0,0,01-29-08,02-04-08,1
20080122,48265,Kerr County,TX,0,100,100,0,0,0,01-22-08,01-28-08,1
20080115,48265,Kerr County,TX,0,100,100,0,0,0,01-15-08,01-21-08,1
20080108,48265,Kerr County,TX,0,100,0.01,0,0,0,01-08-08,01-14-08,1
20080101,48265,Kerr County,TX,0,100,0,0,0,0,01-01-08,01-07-08,1
20071225,48265,Kerr County,TX,0,100,0,0,0,0,12-25-07,12-31-07,1
20071218,48265,Kerr County,TX,0,100,0,0,0,0,12-18-07,12-24-07,1
20071211,48265,Kerr County,TX,0,100,0,0,0,0,12-11-07,12-17-07,1
20071204,48265,Kerr County,TX,0,100,0,0,0,0,12-04-07,12-10-07,1
20071127,48265,Kerr County,TX,100,0,0,0,0,0,11-27-07,12-03-07,1
20071120,48265,Kerr County,TX,0,100,0,0,0,0,11-20-07,11-26-07,1
20071113,48265,Kerr County,TX,0,100,0,0,0,0,11-13-07,11-19-07,1
20071106,48265,Kerr County,TX,100,0,0,0,0,0,11-06-07,11-12-07,1
20071030,48265,Kerr County,TX,100,0,0,0,0,0,10-30-07,11-05-07,1
20071023,48265,Kerr County,TX,100,0,0,0,0,0,10-23-07,10-29-07,1
20071016,48265,Kerr County,TX,100,0,0,0,0,0,10-16-07,10-22-07,1
20071009,48265,Kerr County,TX,100,0,0,0,0,0,10-09-07,10-15-07,1
20071002,48265,Kerr County,TX,100,0,0,0,0,0,10-02-07,10-08-07,1
20070925,48265,Kerr County,TX,100,0,0,0,0,0,09-25-07,10-01-07,1
20070918,48265,Kerr County,TX,100,0,0,0,0,0,09-18-07,09-24-07,1
20070911,48265,Kerr County,TX,100,0,0,0,0,0,09-11-07,09-17-07,1
20070904,48265,Kerr County,TX,100,0,0,0,0,0,09-04-07,09-10-07,1
20070828,48265,Kerr County,TX,100,0,0,0,0,0,08-28-07,09-03-07,1
20070821,48265,Kerr County,TX,100,0,0,0,0,0,08-21-07,08-27-07,1
20070814,48265,Kerr County,TX,100,0,0,0,0,0,08-14-07,08-20-07,1
20070807,48265,Kerr County,TX,100,0,0,0,0,0,08-07-07,08-13-07,1
20070731,48265,Kerr County,TX,100,0,0,0,0,0,07-31-07,08-06-07,1
20070724,48265,Kerr County,TX,100,0,0,0,0,0,07-24-07,07-30-07,1
20070717,48265,Kerr County,TX,100,0,0,0,0,0,07-17-07,07-23-07,1
20070710,48265,Kerr County,TX,100,0,0,0,0,0,07-10-07,07-16-07,1
20070703,48265,Kerr County,TX,100,0,0,0,0,0,07-03-07,07-09-07,1
20070626,48265,Kerr County,TX,100,0,0,0,0,0,06-26-07,07-02-07,1
20070619,48265,Kerr County,TX,100,0,0,0,0,0,06-19-07,06-25-07,1
20070612,48265,Kerr County,TX,100,0,0,0,0,0,06-12-07,06-18-07,1
20070605,48265,Kerr County,TX,100,0,0,0,0,0,06-05-07,06-11-07,1
20070529,48265,Kerr County,TX,100,0,0,0,0,0,05-29-07,06-04-07,1
20070522,48265,Kerr County,TX,100,0,0,0,0,0,05-22-07,05-28-07,1
20070515,48265,Kerr County,TX,100,0,0,0,0,0,05-15-07,05-21-07,1
20070508,48265,Kerr County,TX,100,0,0,0,0,0,05-08-07,05-14-07,1
20070501,48265,Kerr County,TX,100,0,0,0,0,0,05-01-07,05-07-07,1
20070424,48265,Kerr County,TX,31.42,68.58,0,0,0,0,04-24-07,04-30-07,1
20070417,48265,Kerr County,TX,31.42,68.58,0,0,0,0,04-17-07,04-23-07,1
20070410,48265,Kerr County,TX,31.42,68.58,0,0,0,0,04-10-07,04-16-07,1
20070403,48265,Kerr County,TX,6.17,93.83,0,0,0,0,04-03-07,04-09-07,1
20070327,48265,Kerr County,TX,0,100,100,93.83,0,0,03-27-07,04-02-07,1
20070320,48265,Kerr County,TX,0,100,100,100,85.53,0,03-20-07,03-26-07,1
20070313,48265,Kerr County,TX,0,100,100,100,85.53,0,03-13-07,03-19-07,1
20070306,48265,Kerr County,TX,0,100,100,100,100,0,03-06-07,03-12-07,1
20070227,48265,Kerr County,TX,0,100,100,100,100,0,02-27-07,03-05-07,1
20070220,48265,Kerr County,TX,0,100,100,100,100,0,02-20-07,02-26-07,1
20070213,48265,Kerr County,TX,0,100,100,100,100,0,02-13-07,02-19-07,1
20070206,48265,Kerr County,TX,0,100,100,100,100,0,02-06-07,02-12-07,1
20070130,48265,Kerr County,TX,0,100,100,100,100,0,01-30-07,02-05-07,1
20070123,48265,Kerr County,TX,0,100,100,100,100,0,01-23-07,01-29-07,1
20070116,48265,Kerr County,TX,0,100,100,100,100,1.5,01-16-07,01-22-07,1
20070109,48265,Kerr County,TX,0,100,100,100,100,2.38,01-09-07,01-15-07,1
20070102,48265,Kerr County,TX,0,100,100,100,100,2.38,01-02-07,01-08-07,1
20061226,48265,Kerr County,TX,0,100,100,100,100,2.38,12-26-06,01-01-07,1
20061219,48265,Kerr County,TX,0,100,100,100,100,2.38,12-19-06,12-25-06,1
20061212,48265,Kerr County,TX,0,100,100,100,100,2.38,12-12-06,12-18-06,1
20061205,48265,Kerr County,TX,0,100,100,100,100,0,12-05-06,12-11-06,1
20061128,48265,Kerr County,TX,0,100,100,100,100,0,11-28-06,12-04-06,1
20061121,48265,Kerr County,TX,0,100,100,100,100,0,11-21-06,11-27-06,1
20061114,48265,Kerr County,TX,0,100,100,100,100,0,11-14-06,11-20-06,1
20061107,48265,Kerr County,TX,0,100,100,100,100,0,11-07-06,11-13-06,1
20061031,48265,Kerr County,TX,0,100,100,100,100,0,10-31-06,11-06-06,1
20061024,48265,Kerr County,TX,0,100,100,100,100,0,10-24-06,10-30-06,1
20061017,48265,Kerr County,TX,0,100,100,100,100,0,10-17-06,10-23-06,1
20061010,48265,Kerr County,TX,0,100,100,100,100,0,10-10-06,10-16-06,1
20061003,48265,Kerr County,TX,0,100,100,100,100,0,10-03-06,10-09-06,1
20060926,48265,Kerr County,TX,0,100,100,100,100,0,09-26-06,10-02-06,1
20060919,48265,Kerr County,TX,0,100,100,100,100,0,09-19-06,09-25-06,1
20060912,48265,Kerr County,TX,0,100,100,100,100,62.89,09-12-06,09-18-06,1
20060905,48265,Kerr County,TX,0,100,100,100,100,62.89,09-05-06,09-11-06,1
20060829,48265,Kerr County,TX,0,100,100,100,100,58.51,08-29-06,09-04-06,1
20060822,48265,Kerr County,TX,0,100,100,100,100,0,08-22-06,08-28-06,1
20060815,48265,Kerr County,TX,0,100,100,100,100,0,08-15-06,08-21-06,1
20060808,48265,Kerr County,TX,0,100,100,100,100,8.35,08-08-06,08-14-06,1
20060801,48265,Kerr County,TX,0,100,100,100,100,1.98,08-01-06,08-07-06,1
20060725,48265,Kerr County,TX,0,100,100,100,100,1.98,07-25-06,07-31-06,1
20060718,48265,Kerr County,TX,0,100,100,100,100,1.98,07-18-06,07-24-06,1
20060711,48265,Kerr County,TX,0,100,100,100,28.68,0,07-11-06,07-17-06,1
20060704,48265,Kerr County,TX,0,100,100,100,0.96,0,07-04-06,07-10-06,1
20060627,48265,Kerr County,TX,0,100,100,100,0.96,0,06-27-06,07-03-06,1
20060620,48265,Kerr County,TX,0,100,100,100,0.96,0,06-20-06,06-26-06,1
20060613,48265,Kerr County,TX,0,100,100,100,0.96,0,06-13-06,06-19-06,1
20060606,48265,Kerr County,TX,0,100,100,74.98,0.96,0,06-06-06,06-12-06,1
20060530,48265,Kerr County,TX,0,100,100,74.98,0.96,0,05-30-06,06-05-06,1
20060523,48265,Kerr County,TX,0,100,100,66.27,7.6,0,05-23-06,05-29-06,1
20060516,48265,Kerr County,TX,0,100,100,84.52,12.98,0,05-16-06,05-22-06,1
20060509,48265,Kerr County,TX,0,100,100,84.52,12.98,0,05-09-06,05-15-06,1
20060502,48265,Kerr County,TX,0,100,100,100,76.86,25.94,05-02-06,05-08-06,1
20060425,48265,Kerr County,TX,0,100,100,100,100,25.94,04-25-06,05-01-06,1
20060418,48265,Kerr County,TX,0,100,100,100,100,51.37,04-18-06,04-24-06,1
20060411,48265,Kerr County,TX,0,100,100,100,47.29,4.49,04-11-06,04-17-06,1
20060404,48265,Kerr County,TX,0,100,100,100,47.29,4.49,04-04-06,04-10-06,1
20060328,48265,Kerr County,TX,0,100,100,100,56.92,4.49,03-28-06,04-03-06,1
20060321,48265,Kerr County,TX,0,100,100,100,61.19,4.49,03-21-06,03-27-06,1
20060314,48265,Kerr County,TX,0,100,100,100,61.19,4.49,03-14-06,03-20-06,1
20060307,48265,Kerr County,TX,0,100,100,100,39.25,3.42,03-07-06,03-13-06,1
20060228,48265,Kerr County,TX,0,100,100,100,39.25,3.42,02-28-06,03-06-06,1
20060221,48265,Kerr County,TX,0,100,100,100,39.25,0,02-21-06,02-27-06,1
20060214,48265,Kerr County,TX,0,100,100,100,39.25,0,02-14-06,02-20-06,1
20060207,48265,Kerr County,TX,0,100,100,100,2.11,0,02-07-06,02-13-06,1
20060131,48265,Kerr County,TX,0,100,100,65.04,1.78,0,01-31-06,02-06-06,1
20060124,48265,Kerr County,TX,0,100,100,66.47,1.65,0,01-24-06,01-30-06,1
20060117,48265,Kerr County,TX,0,100,100,40.94,1.65,0,01-17-06,01-23-06,1
20060110,48265,Kerr County,TX,0,100,100,40.94,1.65,0,01-10-06,01-16-06,1
20060103,48265,Kerr County,TX,0,100,100,44.69,0,0,01-03-06,01-09-06,1
20051227,48265,Kerr County,TX,0,100,100,41.87,0,0,12-27-05,01-02-06,1
20051220,48265,Kerr County,TX,0,100,100,41.87,0,0,12-20-05,12-26-05,1
20051213,48265,Kerr County,TX,0,100,95.23,27.7,0,0,12-13-05,12-19-05,1
20051206,48265,Kerr County,TX,0,100,95.23,29.2,0,0,12-06-05,12-12-05,1
20051129,48265,Kerr County,TX,0,100,95.23,29.2,0,0,11-29-05,12-05-05,1
20051122,48265,Kerr County,TX,0,100,95.23,29.2,0,0,11-22-05,11-28-05,1
20051115,48265,Kerr County,TX,0,100,95.23,29.2,0,0,11-15-05,11-21-05,1
20051108,48265,Kerr County,TX,0,100,95.23,0,0,0,11-08-05,11-14-05,1
20051101,48265,Kerr County,TX,0,100,100,0,0,0,11-01-05,11-07-05,1
20051025,48265,Kerr County,TX,0,100,0,0,0,0,10-25-05,10-31-05,1
20051018,48265,Kerr County,TX,0,100,0,0,0,0,10-18-05,10-24-05,1
20051011,48265,Kerr County,TX,0,100,0,0,0,0,10-11-05,10-17-05,1
20051004,48265,Kerr County,TX,0,100,18.59,0,0,0,10-04-05,10-10-05,1
20050927,48265,Kerr County,TX,64.49,35.51,0,0,0,0,09-27-05,10-03-05,1
20050920,48265,Kerr County,TX,78.48,21.52,0,0,0,0,09-20-05,09-26-05,1
20050913,48265,Kerr County,TX,78.48,21.52,0,0,0,0,09-13-05,09-19-05,1
20050906,48265,Kerr County,TX,41.69,58.31,3.48,0,0,0,09-06-05,09-12-05,1
20050830,48265,Kerr County,TX,41.69,58.31,3.48,0,0,0,08-30-05,09-05-05,1
20050823,48265,Kerr County,TX,65.07,34.93,3.48,0,0,0,08-23-05,08-29-05,1
20050816,48265,Kerr County,TX,65.07,34.93,3.48,0,0,0,08-16-05,08-22-05,1
20050809,48265,Kerr County,TX,65.07,34.93,3.48,0,0,0,08-09-05,08-15-05,1
20050802,48265,Kerr County,TX,0,100,83.4,0,0,0,08-02-05,08-08-05,1
20050726,48265,Kerr County,TX,0,100,100,0,0,0,07-26-05,08-01-05,1
20050719,48265,Kerr County,TX,0,100,100,0,0,0,07-19-05,07-25-05,1
20050712,48265,Kerr County,TX,0,100,100,0,0,0,07-12-05,07-18-05,1
20050705,48265,Kerr County,TX,0,100,100,0,0,0,07-05-05,07-11-05,1
20050628,48265,Kerr County,TX,0,100,0,0,0,0,06-28-05,07-04-05,1
20050621,48265,Kerr County,TX,99.97,0.03,0,0,0,0,06-21-05,06-27-05,1
20050614,48265,Kerr County,TX,100,0,0,0,0,0,06-14-05,06-20-05,1
20050607,48265,Kerr County,TX,100,0,0,0,0,0,06-07-05,06-13-05,1
20050531,48265,Kerr County,TX,100,0,0,0,0,0,05-31-05,06-06-05,1
20050524,48265,Kerr County,TX,100,0,0,0,0,0,05-24-05,05-30-05,1
20050517,48265,Kerr County,TX,100,0,0,0,0,0,05-17-05,05-23-05,1
20050510,48265,Kerr County,TX,100,0,0,0,0,0,05-10-05,05-16-05,1
20050503,48265,Kerr County,TX,0,100,0,0,0,0,05-03-05,05-09-05,1
20050426,48265,Kerr County,TX,100,0,0,0,0,0,04-26-05,05-02-05,1
20050419,48265,Kerr County,TX,100,0,0,0,0,0,04-19-05,04-25-05,1
20050412,48265,Kerr County,TX,100,0,0,0,0,0,04-12-05,04-18-05,1
20050405,48265,Kerr County,TX,100,0,0,0,0,0,04-05-05,04-11-05,1
20050329,48265,Kerr County,TX,100,0,0,0,0,0,03-29-05,04-04-05,1
20050322,48265,Kerr County,TX,100,0,0,0,0,0,03-22-05,03-28-05,1
20050315,48265,Kerr County,TX,100,0,0,0,0,0,03-15-05,03-21-05,1
20050308,48265,Kerr County,TX,100,0,0,0,0,0,03-08-05,03-14-05,1
20050301,48265,Kerr County,TX,100,0,0,0,0,0,03-01-05,03-07-05,1
20050222,48265,Kerr County,TX,100,0,0,0,0,0,02-22-05,02-28-05,1
20050215,48265,Kerr County,TX,100,0,0,0,0,0,02-15-05,02-21-05,1
20050208,48265,Kerr County,TX,100,0,0,0,0,0,02-08-05,02-14-05,1
20050201,48265,Kerr County,TX,100,0,0,0,0,0,02-01-05,02-07-05,1
20050125,48265,Kerr County,TX,100,0,0,0,0,0,01-25-05,01-31-05,1
20050118,48265,Kerr County,TX,100,0,0,0,0,0,01-18-05,01-24-05,1
20050111,48265,Kerr County,TX,100,0,0,0,0,0,01-11-05,01-17-05,1
20050104,48265,Kerr County,TX,100,0,0,0,0,0,01-04-05,01-10-05,1
20041228,48265,Kerr County,TX,100,0,0,0,0,0,12-28-04,01-03-05,1
20041221,48265,Kerr County,TX,100,0,0,0,0,0,12-21-04,12-27-04,1
20041214,48265,Kerr County,TX,100,0,0,0,0,0,12-14-04,12-20-04,1
20041207,48265,Kerr County,TX,100,0,0,0,0,0,12-07-04,12-13-04,1
20041130,48265,Kerr County,TX,100,0,0,0,0,0,11-30-04,12-06-04,1
20041123,48265,Kerr County,TX,100,0,0,0,0,0,11-23-04,11-29-04,1
20041116,48265,Kerr County,TX,100,0,0,0,0,0,11-16-04,11-22-04,1
20041109,48265,Kerr County,TX,100,0,0,0,0,0,11-09-04,11-15-04,1
20041102,48265,Kerr County,TX,100,0,0,0,0,0,11-02-04,11-08-04,1
20041026,48265,Kerr County,TX,100,0,0,0,0,0,10-26-04,11-01-04,1
20041019,48265,Kerr County,TX,100,0,0,0,0,0,10-19-04,10-25-04,1
20041012,48265,Kerr County,TX,100,0,0,0,0,0,10-12-04,10-18-04,1
20041005,48265,Kerr County,TX,100,0,0,0,0,0,10-05-04,10-11-04,1
20040928,48265,Kerr County,TX,100,0,0,0,0,0,09-28-04,10-04-04,1
20040921,48265,Kerr County,TX,100,0,0,0,0,0,09-21-04,09-27-04,1
20040914,48265,Kerr County,TX,100,0,0,0,0,0,09-14-04,09-20-04,1
20040907,48265,Kerr County,TX,100,0,0,0,0,0,09-07-04,09-13-04,1
20040831,48265,Kerr County,TX,100,0,0,0,0,0,08-31-04,09-06-04,1
20040824,48265,Kerr County,TX,100,0,0,0,0,0,08-24-04,08-30-04,1
20040817,48265,Kerr County,TX,100,0,0,0,0,0,08-17-04,08-23-04,1
20040810,48265,Kerr County,TX,100,0,0,0,0,0,08-10-04,08-16-04,1
20040803,48265,Kerr County,TX,100,0,0,0,0,0,08-03-04,08-09-04,1
20040727,48265,Kerr County,TX,100,0,0,0,0,0,07-27-04,08-02-04,1
20040720,48265,Kerr County,TX,100,0,0,0,0,0,07-20-04,07-26-04,1
20040713,48265,Kerr County,TX,100,0,0,0,0,0,07-13-04,07-19-04,1
20040706,48265,Kerr County,TX,100,0,0,0,0,0,07-06-04,07-12-04,1
20040629,48265,Kerr County,TX,100,0,0,0,0,0,06-29-04,07-05-04,1
20040622,48265,Kerr County,TX,100,0,0,0,0,0,06-22-04,06-28-04,1
20040615,48265,Kerr County,TX,99.6,0.4,0,0,0,0,06-15-04,06-21-04,1
20040608,48265,Kerr County,TX,0,100,0,0,0,0,06-08-04,06-14-04,1
20040601,48265,Kerr County,TX,90.66,9.34,0,0,0,0,06-01-04,06-07-04,1
20040525,48265,Kerr County,TX,100,0,0,0,0,0,05-25-04,05-31-04,1
20040518,48265,Kerr County,TX,100,0,0,0,0,0,05-18-04,05-24-04,1
20040511,48265,Kerr County,TX,100,0,0,0,0,0,05-11-04,05-17-04,1
20040504,48265,Kerr County,TX,100,0,0,0,0,0,05-04-04,05-10-04,1
20040427,48265,Kerr County,TX,100,0,0,0,0,0,04-27-04,05-03-04,1
20040420,48265,Kerr County,TX,100,0,0,0,0,0,04-20-04,04-26-04,1
20040413,48265,Kerr County,TX,100,0,0,0,0,0,04-13-04,04-19-04,1
20040406,48265,Kerr County,TX,100,0,0,0,0,0,04-06-04,04-12-04,1
20040330,48265,Kerr County,TX,100,0,0,0,0,0,03-30-04,04-05-04,1
20040323,48265,Kerr County,TX,100,0,0,0,0,0,03-23-04,03-29-04,1
20040316,48265,Kerr County,TX,100,0,0,0,0,0,03-16-04,03-22-04,1
20040309,48265,Kerr County,TX,100,0,0,0,0,0,03-09-04,03-15-04,1
20040302,48265,Kerr County,TX,100,0,0,0,0,0,03-02-04,03-08-04,1
20040224,48265,Kerr County,TX,100,0,0,0,0,0,02-24-04,03-01-04,1
20040217,48265,Kerr County,TX,100,0,0,0,0,0,02-17-04,02-23-04,1
20040210,48265,Kerr County,TX,100,0,0,0,0,0,02-10-04,02-16-04,1
