accuracy,loss,val_accuracy,val_loss
0.4299889802932739,1.5630022287368774,0.3969072103500366,1.5555652379989624
0.5424476265907288,1.1600385904312134,0.4020618498325348,1.518895149230957
0.5909591913223267,1.0179414749145508,0.4175257682800293,1.5225096940994263
0.6317530274391174,0.9506568908691406,0.41237112879753113,1.5276906490325928
0.6317530274391174,0.9005159139633179,0.4175257682800293,1.5113815069198608
0.6549062728881836,0.8634670972824097,0.41237112879753113,1.498165488243103
0.6703417897224426,0.8341707587242126,0.41237112879753113,1.47235906124115
0.6769570112228394,0.8075293302536011,0.40721648931503296,1.474499225616455
0.6901874542236328,0.7870161533355713,0.41237112879753113,1.4589025974273682
0.6769570112228394,0.7674931287765503,0.41237112879753113,1.4296256303787231
0.7012127637863159,0.7497655749320984,0.41237112879753113,1.435868740081787
0.6990076899528503,0.7327710390090942,0.4175257682800293,1.410178303718567
0.7232635021209717,0.7186119556427002,0.4175257682800293,1.4124821424484253
0.7177508473396301,0.7042163610458374,0.438144326210022,1.4083492755889893
0.7210584282875061,0.6930817365646362,0.438144326210022,1.3975521326065063
0.7265711426734924,0.6817684173583984,0.4484536051750183,1.400323748588562
0.7364939451217651,0.6725856065750122,0.4484536051750183,1.3799610137939453
0.7331863045692444,0.6624729037284851,0.4484536051750183,1.3888888359069824
0.7375964522361755,0.6529091596603394,0.44329896569252014,1.3841052055358887
0.7342888712882996,0.6448683142662048,0.44329896569252014,1.3796244859695435
0.73539137840271,0.6363013386726379,0.438144326210022,1.3780657052993774
0.750826895236969,0.6287150979042053,0.44329896569252014,1.3796718120574951
0.7431091666221619,0.6193931102752686,0.44329896569252014,1.3846582174301147
0.7530319690704346,0.6145723462104797,0.4484536051750183,1.380319595336914
0.7442116737365723,0.608716607093811,0.438144326210022,1.3727461099624634
0.750826895236969,0.6015621423721313,0.4536082446575165,1.3625516891479492
0.7574421167373657,0.5944572687149048,0.4484536051750183,1.3651741743087769
0.7552370429039001,0.588513195514679,0.4639175236225128,1.3503308296203613
0.7618522644042969,0.5839143991470337,0.4639175236225128,1.3696494102478027
0.7651598453521729,0.5777702331542969,0.45876288414001465,1.3583287000656128
0.7684674859046936,0.5741068124771118,0.4639175236225128,1.367724895477295
0.7618522644042969,0.5707746148109436,0.4484536051750183,1.362438440322876
0.7596471905708313,0.5635923147201538,0.45876288414001465,1.358571171760559
0.7673649191856384,0.5591819286346436,0.4639175236225128,1.35516357421875
0.7618522644042969,0.5534065961837769,0.4536082446575165,1.3556257486343384
0.769569993019104,0.5494686365127563,0.45876288414001465,1.346429705619812
0.7651598453521729,0.5477697849273682,0.45876288414001465,1.3655084371566772
0.7761852145195007,0.5453615188598633,0.45876288414001465,1.3566023111343384
0.7761852145195007,0.5381042957305908,0.47422680258750916,1.368843913078308
0.7772877812385559,0.5340179204940796,0.469072163105011,1.3445779085159302
0.7783902883529663,0.5312613248825073,0.469072163105011,1.3605074882507324
0.7905181646347046,0.5265153646469116,0.469072163105011,1.357019305229187
0.785005509853363,0.5241771936416626,0.469072163105011,1.3712886571884155
0.7828004360198975,0.521220326423645,0.47422680258750916,1.3557699918746948
0.7938258051872253,0.5158363580703735,0.4793814420700073,1.358761191368103
0.7916207313537598,0.5137304663658142,0.47422680258750916,1.3701372146606445
0.8004410266876221,0.5093440413475037,0.4845360815525055,1.3686366081237793
0.7971333861351013,0.5089590549468994,0.4793814420700073,1.362247109413147
0.8004410266876221,0.5025014281272888,0.4845360815525055,1.360689640045166
0.8026461005210876,0.5004934072494507,0.47422680258750916,1.3626718521118164
0.8070562481880188,0.497292697429657,0.49484536051750183,1.3617287874221802
0.8092613220214844,0.49318981170654297,0.4845360815525055,1.3742364645004272
0.7971333861351013,0.49533185362815857,0.49484536051750183,1.391358733177185
0.8070562481880188,0.4895792305469513,0.48969072103500366,1.3584131002426147
0.8092613220214844,0.4852418005466461,0.49484536051750183,1.3791035413742065
0.8125689029693604,0.4820878207683563,0.48969072103500366,1.3910253047943115
0.8103638291358948,0.4815361797809601,0.49484536051750183,1.3826510906219482
0.8202866315841675,0.477521151304245,0.4845360815525055,1.3915079832077026
0.8180816173553467,0.47616663575172424,0.4845360815525055,1.3924072980880737
0.8191841244697571,0.4713340401649475,0.4845360815525055,1.3913942575454712
0.8202866315841675,0.4695737063884735,0.48969072103500366,1.38747239112854
0.8191841244697571,0.4665796160697937,0.4793814420700073,1.3893933296203613
0.8213891983032227,0.4658339023590088,0.48969072103500366,1.3953197002410889
0.8147739768028259,0.4639388620853424,0.4845360815525055,1.4167239665985107
0.8280044198036194,0.4584660232067108,0.4793814420700073,1.406224250793457
0.8246967792510986,0.4580304026603699,0.4793814420700073,1.4256386756896973
0.830209493637085,0.4532542824745178,0.4793814420700073,1.4182111024856567
0.8313120007514954,0.4522590935230255,0.48969072103500366,1.4044997692108154
0.8280044198036194,0.44887489080429077,0.4845360815525055,1.4013437032699585
0.8213891983032227,0.448263019323349,0.4845360815525055,1.3998377323150635
0.8313120007514954,0.4443459212779999,0.4793814420700073,1.4161944389343262
0.8324145674705505,0.4415169954299927,0.4793814420700073,1.4262292385101318
0.8280044198036194,0.4390662908554077,0.4845360815525055,1.4226354360580444
0.8280044198036194,0.43672871589660645,0.4845360815525055,1.4269001483917236
0.8335170745849609,0.4367353022098541,0.49484536051750183,1.4161343574523926
0.8269018530845642,0.43284040689468384,0.4845360815525055,1.4250547885894775
0.8335170745849609,0.43089479207992554,0.49484536051750183,1.430265188217163
0.8280044198036194,0.43135935068130493,0.48969072103500366,1.4238499402999878
0.830209493637085,0.43051180243492126,0.48969072103500366,1.4417932033538818
0.8401322960853577,0.42599818110466003,0.49484536051750183,1.4413559436798096
0.8346196413040161,0.4255127012729645,0.48969072103500366,1.4416840076446533
0.8324145674705505,0.4292741119861603,0.48969072103500366,1.4567488431930542
0.8313120007514954,0.42289382219314575,0.49484536051750183,1.4433701038360596
0.8401322960853577,0.4182218015193939,0.49484536051750183,1.445670247077942
0.8357221484184265,0.4140221178531647,0.5,1.4559752941131592
